source,target,weight
really,wanted,1706
table,wait,1847
delicious,go,2883
delicious,salad,1573
friendly,wait,1535
go,special,1628
place,sandwich,2600
service,special,1960
special,time,1997
atmosphere,great,3452
come,say,1715
little,say,1500
never,say,1627
order,say,1668
busy,good,1873
day,little,1747
day,price,1516
day,way,1664
definitely,little,2069
get,special,1804
little,pretty,1994
little,price,1962
really,special,1577
back,find,1930
definitely,staff,1930
best,nice,2218
best,staff,2258
cheese,service,1985
love,nice,2102
food,ok,2112
city,place,1613
day,going,1529
day,im,1963
else,one,1573
even,im,2670
far,place,1795
im,star,1661
im,say,1912
5,back,1733
always,little,1663
asked,time,2450
back,need,1886
best,eat,1565
best,little,1990
cheese,get,2138
chicken,delicious,2050
chicken,little,1541
could,ive,1701
could,say,1728
definitely,im,2062
definitely,make,1760
delicious,made,1763
delicious,one,3248
delicious,really,2679
didnt,little,2040
didnt,say,1756
dont,eat,1913
dont,sure,1736
eat,im,1536
eat,one,2636
eat,really,1974
even,sure,1780
flavor,really,1818
food,high,1574
food,however,2255
fry,like,1603
get,however,1640
get,salad,1781
ive,little,1974
made,much,1709
made,sure,1572
make,say,1758
overall,time,1722
several,time,1832
dont,everything,1514
dont,since,1564
everything,go,2288
like,told,1801
open,place,1844
say,went,1569
disappointed,food,1817
delicious,first,1831
fantastic,food,1792
first,friend,1574
friend,ordered,1736
little,well,2529
ordered,well,2620
price,restaurant,2035
price,well,2200
restaurant,salad,1598
restaurant,side,1618
side,well,1615
also,minute,1521
business,place,1567
close,place,1560
couple,food,1540
couple,place,1678
dinner,night,1541
dinner,really,1713
food,left,1938
get,sandwich,1578
got,really,3753
option,place,2262
also,well,3665
back,way,2895
big,place,2460
decided,time,1691
dont,went,2128
eat,well,1552
first,sure,1564
first,went,2578
got,sure,1742
made,well,2277
make,well,2621
place,wine,1593
sure,well,1757
way,went,1707
well,went,2317
good,hard,1717
back,bad,1910
bad,really,1821
best,new,1879
came,dont,2083
come,new,1629
day,dont,2157
day,know,1659
even,give,1764
home,one,1882
back,check,1624
back,sandwich,1502
check,get,1760
check,good,1881
check,would,1520
everything,ive,1508
everything,time,2847
im,next,1686
ive,since,1622
ive,went,1530
know,say,1569
time,without,1574
atmosphere,time,1767
everything,restaurant,1679
day,ive,1676
day,order,1588
delicious,order,2033
food,ill,1663
ill,like,1511
minute,table,1662
minute,u,2124
never,try,1629
came,chicken,1570
excellent,one,1512
definitely,thing,1604
made,nice,1937
make,price,1824
best,price,1962
check,great,1669
could,new,1584
could,price,1654
go,home,1723
hard,time,1554
really,recommend,1930
really,since,1930
order,staff,1676
come,staff,1860
2,got,1653
better,could,1860
better,one,3119
better,went,1522
bread,place,1837
didnt,thing,2023
made,people,1519
menu,price,1653
price,thing,1571
table,went,1669
thing,went,1780
also,recommend,2087
bread,food,2076
bread,good,2209
decided,food,1676
fantastic,place,1672
first,say,1815
get,wasnt,2191
order,price,1539
new,went,1517
back,loved,1552
enjoyed,time,1508
ive,well,2293
table,well,2048
good,loved,1734
could,right,1605
appetizer,place,1546
back,found,1570
found,great,1716
made,new,1505
menu,new,1529
atmosphere,nice,1611
back,ill,2228
feel,go,1805
food,hard,1571
ill,time,1847
made,order,2017
nice,right,1764
2,even,1523
2,u,1580
around,come,1620
back,thought,1534
come,friend,1624
come,meal,1565
come,minute,1525
come,people,1984
come,think,1558
day,people,1730
dont,said,1874
friend,really,2187
good,used,1519
good,without,1639
ill,place,1889
im,lot,1690
last,like,2132
last,really,1610
last,time,3376
like,lunch,1913
like,thought,1649
little,nice,2826
little,night,1569
lot,pretty,1523
lunch,one,1907
lunch,really,1578
lunch,would,1689
made,never,1509
nice,side,1522
nice,small,1653
place,used,1674
time,used,1507
little,still,1550
little,table,1767
clean,good,2142
chicken,come,1524
fried,like,1589
hard,place,1723
came,well,2501
recommend,well,1537
chicken,well,1791
love,u,1568
love,well,2159
never,well,1993
small,well,1584
customer,good,2099
good,put,1618
good,part,1509
bad,get,2140
first,ive,2019
good,half,1614
looking,time,2037
almost,time,1501
around,went,1528
day,love,1568
great,spot,2570
meal,well,1776
food,looking,2271
ive,new,1576
came,right,1695
delicious,went,1670
everything,one,2549
ask,time,1672
good,old,1680
food,thought,1747
best,better,1768
im,menu,1942
better,service,3074
back,visit,1725
bad,go,1883
friend,make,1512
ask,get,1575
awesome,go,1592
came,ive,1543
first,visit,1577
everything,really,2147
better,even,2386
better,nice,1696
come,ive,2129
ive,pretty,1731
ask,service,1571
make,new,1769
make,pretty,1687
came,sauce,1532
back,wont,1524
back,special,1694
customer,like,1925
else,like,1560
going,well,1807
like,right,2940
think,well,1713
fresh,order,1549
im,new,1854
still,well,1659
also,special,1609
definitely,experience,1629
come,table,1875
thats,time,1811
ever,first,1541
last,went,1535
perfect,service,1563
came,way,1667
place,wont,1535
drink,went,1607
bread,great,1608
service,super,1530
clean,one,1623
drink,im,1606
best,ordered,1887
check,one,1753
nice,price,2296
food,without,1667
eating,place,1577
first,pretty,1544
everything,got,1652
feel,really,1811
back,looking,1738
dessert,place,1529
ever,well,1577
got,something,1518
full,like,1573
sauce,well,1698
first,since,1615
say,well,1938
nice,say,1625
