support,itemsets
0.033,"frozenset({'day', 'like'})"
0.0306,"frozenset({'day', 'would'})"
0.0254,"frozenset({'day', 'really'})"
0.0217,"frozenset({'day', 'well'})"
0.0204,"frozenset({'u', 'day'})"
0.0344,"frozenset({'day', 'back'})"
0.0331,"frozenset({'day', 'get'})"
0.0229,"frozenset({'day', 'even'})"
0.0206,"frozenset({'day', 'could'})"
0.02,"frozenset({'day', 'made'})"
0.0203,"frozenset({'day', 'nice'})"
0.0283,"frozenset({'day', 'service'})"
0.0221,"frozenset({'got', 'day'})"
0.0219,"frozenset({'day', 'make'})"
0.0339,"frozenset({'food', 'day'})"
0.0295,"frozenset({'go', 'day'})"
0.0205,"frozenset({'day', 'went'})"
0.02,"frozenset({'dont', 'day'})"
0.0219,"frozenset({'good', 'day', 'place'})"
0.0206,"frozenset({'day', 'place', 'time'})"
0.0452,"frozenset({'good', 'chicken'})"
0.0395,"frozenset({'chicken', 'place'})"
0.0221,"frozenset({'chicken', 'also'})"
0.051,"frozenset({'chicken', 'food'})"
0.0265,"frozenset({'chicken', 'time'})"
0.0361,"frozenset({'chicken', 'great'})"
0.0266,"frozenset({'chicken', 'back'})"
0.0261,"frozenset({'chicken', 'service'})"
0.0255,"frozenset({'go', 'chicken'})"
0.0253,"frozenset({'chicken', 'get'})"
0.0252,"frozenset({'chicken', 'one'})"
0.0218,"frozenset({'chicken', 'would'})"
0.0301,"frozenset({'chicken', 'like'})"
0.021,"frozenset({'chicken', 'really'})"
0.0241,"frozenset({'ordered', 'chicken'})"
0.0204,"frozenset({'chicken', 'best'})"
0.0274,"frozenset({'good', 'food', 'chicken'})"
0.0211,"frozenset({'good', 'chicken', 'place'})"
0.0235,"frozenset({'chicken', 'food', 'place'})"
0.0208,"frozenset({'chicken', 'food', 'great'})"
0.0391,"frozenset({'place', 'two'})"
0.0381,"frozenset({'good', 'two'})"
0.0244,"frozenset({'also', 'two'})"
0.0379,"frozenset({'food', 'two'})"
0.0324,"frozenset({'get', 'two'})"
0.0308,"frozenset({'would', 'two'})"
0.0204,"frozenset({'could', 'two'})"
0.0411,"frozenset({'one', 'two'})"
0.0212,"frozenset({'u', 'two'})"
0.0315,"frozenset({'back', 'two'})"
0.0208,"frozenset({'got', 'two'})"
0.0207,"frozenset({'even', 'two'})"
0.0261,"frozenset({'go', 'two'})"
0.02,"frozenset({'people', 'two'})"
0.037,"frozenset({'time', 'two'})"
0.0305,"frozenset({'like', 'two'})"
0.0332,"frozenset({'great', 'two'})"
0.0231,"frozenset({'really', 'two'})"
0.0202,"frozenset({'first', 'two'})"
0.0278,"frozenset({'service', 'two'})"
0.0215,"frozenset({'ordered', 'two'})"
0.0211,"frozenset({'place', 'one', 'two'})"
0.0201,"frozenset({'good', 'food', 'two'})"
0.0403,"frozenset({'fresh', 'place'})"
0.0372,"frozenset({'good', 'fresh'})"
0.0209,"frozenset({'fresh', 'also'})"
0.0412,"frozenset({'food', 'fresh'})"
0.0217,"frozenset({'fresh', 'delicious'})"
0.0255,"frozenset({'fresh', 'like'})"
0.0201,"frozenset({'fresh', 'would'})"
0.0337,"frozenset({'fresh', 'great'})"
0.0249,"frozenset({'fresh', 'time'})"
0.0224,"frozenset({'go', 'fresh'})"
0.022,"frozenset({'fresh', 'get'})"
0.023,"frozenset({'fresh', 'back'})"
0.0276,"frozenset({'fresh', 'service'})"
0.0235,"frozenset({'fresh', 'one'})"
0.0205,"frozenset({'food', 'fresh', 'place'})"
0.0201,"frozenset({'good', 'food', 'fresh'})"
0.0376,"frozenset({'good', 'meal'})"
0.0338,"frozenset({'place', 'meal'})"
0.0202,"frozenset({'also', 'meal'})"
0.0426,"frozenset({'food', 'meal'})"
0.0319,"frozenset({'meal', 'time'})"
0.0247,"frozenset({'go', 'meal'})"
0.0215,"frozenset({'would', 'meal'})"
0.025,"frozenset({'meal', 'like'})"
0.0242,"frozenset({'meal', 'back'})"
0.0215,"frozenset({'ordered', 'meal'})"
0.028,"frozenset({'meal', 'one'})"
0.0301,"frozenset({'meal', 'service'})"
0.0285,"frozenset({'meal', 'great'})"
0.0228,"frozenset({'get', 'meal'})"
0.0222,"frozenset({'restaurant', 'meal'})"
0.0201,"frozenset({'u', 'meal'})"
0.0228,"frozenset({'good', 'food', 'meal'})"
0.021,"frozenset({'food', 'place', 'meal'})"
0.0344,"frozenset({'good', 'next'})"
0.0335,"frozenset({'next', 'place'})"
0.047,"frozenset({'next', 'time'})"
0.0284,"frozenset({'next', 'great'})"
0.0269,"frozenset({'next', 'one'})"
0.0252,"frozenset({'next', 'like'})"
0.0248,"frozenset({'next', 'would'})"
0.0317,"frozenset({'next', 'back'})"
0.0287,"frozenset({'next', 'food'})"
0.0275,"frozenset({'next', 'get'})"
0.0232,"frozenset({'go', 'next'})"
0.0232,"frozenset({'next', 'service'})"
0.0227,"frozenset({'good', 'next', 'time'})"
0.022,"frozenset({'next', 'place', 'time'})"
0.0208,"frozenset({'next', 'time', 'back'})"
0.0234,"frozenset({'breakfast', 'place'})"
0.022,"frozenset({'good', 'breakfast'})"
0.0219,"frozenset({'breakfast', 'great'})"
0.021,"frozenset({'food', 'breakfast'})"
0.0255,"frozenset({'good', 'fried'})"
0.022,"frozenset({'fried', 'place'})"
0.0234,"frozenset({'fried', 'food'})"
0.0214,"frozenset({'food', 'served'})"
0.0203,"frozenset({'hotel', 'room'})"
0.0642,"frozenset({'good', 'dont'})"
0.0343,"frozenset({'dont', 'also'})"
0.0241,"frozenset({'dont', 'nice'})"
0.0687,"frozenset({'dont', 'place'})"
0.0567,"frozenset({'dont', 'time'})"
0.0484,"frozenset({'go', 'dont'})"
0.047,"frozenset({'dont', 'great'})"
0.044,"frozenset({'dont', 'service'})"
0.0259,"frozenset({'dont', 'best'})"
0.0213,"frozenset({'dont', 'friendly'})"
0.0589,"frozenset({'dont', 'like'})"
0.0584,"frozenset({'food', 'dont'})"
0.0567,"frozenset({'dont', 'get'})"
0.0477,"frozenset({'dont', 'one'})"
0.0418,"frozenset({'dont', 'back'})"
0.0387,"frozenset({'dont', 'would'})"
0.0386,"frozenset({'dont', 'really'})"
0.0209,"frozenset({'dont', 'staff'})"
0.0279,"frozenset({'dont', 'well'})"
0.0339,"frozenset({'good', 'dont', 'place'})"
0.0205,"frozenset({'dont', 'place', 'also'})"
0.0293,"frozenset({'dont', 'place', 'time'})"
0.0292,"frozenset({'good', 'dont', 'time'})"
0.0283,"frozenset({'dont', 'get', 'time'})"
0.0283,"frozenset({'dont', 'like', 'time'})"
0.0261,"frozenset({'food', 'dont', 'time'})"
0.0265,"frozenset({'go', 'dont', 'place'})"
0.0247,"frozenset({'go', 'dont', 'time'})"
0.0244,"frozenset({'go', 'dont', 'good'})"
0.0238,"frozenset({'go', 'dont', 'like'})"
0.0237,"frozenset({'go', 'dont', 'get'})"
0.0224,"frozenset({'go', 'food', 'dont'})"
0.0253,"frozenset({'dont', 'place', 'great'})"
0.0233,"frozenset({'good', 'dont', 'great'})"
0.0215,"frozenset({'food', 'dont', 'great'})"
0.0211,"frozenset({'great', 'dont', 'like'})"
0.0228,"frozenset({'dont', 'place', 'service'})"
0.0219,"frozenset({'service', 'dont', 'time'})"
0.0229,"frozenset({'food', 'dont', 'service'})"
0.0223,"frozenset({'good', 'dont', 'service'})"
0.0345,"frozenset({'dont', 'place', 'like'})"
0.0304,"frozenset({'good', 'dont', 'like'})"
0.0328,"frozenset({'good', 'food', 'dont'})"
0.0325,"frozenset({'food', 'dont', 'place'})"
0.0265,"frozenset({'food', 'dont', 'like'})"
0.0309,"frozenset({'place', 'dont', 'get'})"
0.0292,"frozenset({'good', 'dont', 'get'})"
0.026,"frozenset({'dont', 'get', 'like'})"
0.0241,"frozenset({'food', 'dont', 'get'})"
0.0263,"frozenset({'dont', 'place', 'one'})"
0.0252,"frozenset({'dont', 'time', 'one'})"
0.025,"frozenset({'dont', 'like', 'one'})"
0.0247,"frozenset({'good', 'dont', 'one'})"
0.0232,"frozenset({'dont', 'get', 'one'})"
0.0202,"frozenset({'go', 'dont', 'one'})"
0.02,"frozenset({'food', 'dont', 'one'})"
0.0226,"frozenset({'good', 'dont', 'back'})"
0.0213,"frozenset({'dont', 'like', 'back'})"
0.021,"frozenset({'dont', 'place', 'back'})"
0.0201,"frozenset({'dont', 'time', 'back'})"
0.0212,"frozenset({'place', 'dont', 'would'})"
0.0202,"frozenset({'dont', 'would', 'like'})"
0.0227,"frozenset({'good', 'dont', 'really'})"
0.0223,"frozenset({'dont', 'place', 'really'})"
0.0215,"frozenset({'dont', 'like', 'really'})"
0.0256,"frozenset({'would', 'delicious'})"
0.0235,"frozenset({'nice', 'delicious'})"
0.0625,"frozenset({'food', 'delicious'})"
0.0399,"frozenset({'service', 'delicious'})"
0.0344,"frozenset({'back', 'delicious'})"
0.0259,"frozenset({'restaurant', 'delicious'})"
0.0211,"frozenset({'best', 'delicious'})"
0.049,"frozenset({'great', 'delicious'})"
0.0347,"frozenset({'time', 'delicious'})"
0.0288,"frozenset({'like', 'delicious'})"
0.0252,"frozenset({'friendly', 'delicious'})"
0.0536,"frozenset({'place', 'delicious'})"
0.0201,"frozenset({'love', 'delicious'})"
0.0451,"frozenset({'good', 'delicious'})"
0.029,"frozenset({'get', 'delicious'})"
0.0246,"frozenset({'well', 'delicious'})"
0.0314,"frozenset({'also', 'delicious'})"
0.0283,"frozenset({'go', 'delicious'})"
0.0316,"frozenset({'one', 'delicious'})"
0.024,"frozenset({'really', 'delicious'})"
0.0248,"frozenset({'food', 'service', 'delicious'})"
0.0202,"frozenset({'great', 'service', 'delicious'})"
0.0269,"frozenset({'food', 'great', 'delicious'})"
0.0229,"frozenset({'place', 'great', 'delicious'})"
0.0286,"frozenset({'food', 'place', 'delicious'})"
0.0255,"frozenset({'good', 'food', 'delicious'})"
0.0223,"frozenset({'good', 'place', 'delicious'})"
0.024,"frozenset({'dont', 'try'})"
0.0229,"frozenset({'try', 'delicious'})"
0.0527,"frozenset({'good', 'try'})"
0.0434,"frozenset({'try', 'time'})"
0.0431,"frozenset({'try', 'great'})"
0.0382,"frozenset({'try', 'like'})"
0.0369,"frozenset({'try', 'one'})"
0.0328,"frozenset({'try', 'would'})"
0.0285,"frozenset({'try', 'really'})"
0.023,"frozenset({'try', 'well'})"
0.0214,"frozenset({'try', 'come'})"
0.0212,"frozenset({'u', 'try'})"
0.0312,"frozenset({'try', 'also'})"
0.0229,"frozenset({'try', 'nice'})"
0.0616,"frozenset({'try', 'place'})"
0.0514,"frozenset({'food', 'try'})"
0.0408,"frozenset({'try', 'back'})"
0.0346,"frozenset({'go', 'try'})"
0.0331,"frozenset({'try', 'get'})"
0.0317,"frozenset({'try', 'service'})"
0.0227,"frozenset({'try', 'make'})"
0.0216,"frozenset({'try', 'love'})"
0.0201,"frozenset({'try', 'even'})"
0.0238,"frozenset({'got', 'try'})"
0.0234,"frozenset({'try', 'restaurant'})"
0.0226,"frozenset({'try', 'im'})"
0.0223,"frozenset({'try', 'best'})"
0.0289,"frozenset({'good', 'try', 'place'})"
0.0216,"frozenset({'good', 'try', 'time'})"
0.0217,"frozenset({'try', 'place', 'time'})"
0.0224,"frozenset({'try', 'place', 'great'})"
0.0209,"frozenset({'food', 'try', 'great'})"
0.0226,"frozenset({'try', 'place', 'like'})"
0.021,"frozenset({'try', 'place', 'one'})"
0.0294,"frozenset({'food', 'try', 'place'})"
0.0263,"frozenset({'good', 'food', 'try'})"
0.0222,"frozenset({'try', 'place', 'back'})"
0.02,"frozenset({'good', 'try', 'back'})"
0.0368,"frozenset({'great', 'new'})"
0.0311,"frozenset({'new', 'one'})"
0.0277,"frozenset({'get', 'new'})"
0.0336,"frozenset({'food', 'new'})"
0.0289,"frozenset({'like', 'new'})"
0.0252,"frozenset({'go', 'new'})"
0.0366,"frozenset({'time', 'new'})"
0.0306,"frozenset({'good', 'new'})"
0.0282,"frozenset({'service', 'new'})"
0.0252,"frozenset({'new', 'back'})"
0.0418,"frozenset({'place', 'new'})"
0.0204,"frozenset({'also', 'new'})"
0.0244,"frozenset({'would', 'new'})"
0.0305,"frozenset({'great', 'favorite'})"
0.0256,"frozenset({'favorite', 'one'})"
0.0248,"frozenset({'good', 'favorite'})"
0.0327,"frozenset({'place', 'favorite'})"
0.0273,"frozenset({'food', 'favorite'})"
0.0223,"frozenset({'time', 'favorite'})"
0.0204,"frozenset({'go', 'favorite'})"
0.0298,"frozenset({'good', 'something'})"
0.0288,"frozenset({'like', 'something'})"
0.0273,"frozenset({'something', 'time'})"
0.0256,"frozenset({'something', 'one'})"
0.0233,"frozenset({'great', 'something'})"
0.0226,"frozenset({'would', 'something'})"
0.0296,"frozenset({'food', 'something'})"
0.0218,"frozenset({'go', 'something'})"
0.0317,"frozenset({'place', 'something'})"
0.0224,"frozenset({'get', 'something'})"
0.0221,"frozenset({'something', 'back'})"
0.025,"frozenset({'place', 'different'})"
0.0238,"frozenset({'good', 'different'})"
0.0214,"frozenset({'food', 'different'})"
0.0212,"frozenset({'time', 'different'})"
0.02,"frozenset({'like', 'different'})"
0.0218,"frozenset({'let', 'place'})"
0.0203,"frozenset({'good', 'kind'})"
0.0221,"frozenset({'place', 'kind'})"
0.1211,"frozenset({'good', 'great'})"
0.1446,"frozenset({'place', 'great'})"
0.1431,"frozenset({'food', 'great'})"
0.0575,"frozenset({'good', 'place', 'great'})"
0.0629,"frozenset({'good', 'food', 'great'})"
0.0321,"frozenset({'good', 'food', 'place', 'great'})"
0.0653,"frozenset({'food', 'place', 'great'})"
0.0909,"frozenset({'good', 'one'})"
0.0869,"frozenset({'time', 'one'})"
0.0766,"frozenset({'great', 'one'})"
0.0762,"frozenset({'like', 'one'})"
0.0735,"frozenset({'get', 'one'})"
0.0862,"frozenset({'food', 'one'})"
0.0687,"frozenset({'back', 'one'})"
0.0682,"frozenset({'service', 'one'})"
0.1025,"frozenset({'place', 'one'})"
0.0471,"frozenset({'good', 'place', 'one'})"
0.0394,"frozenset({'good', 'time', 'one'})"
0.0444,"frozenset({'place', 'time', 'one'})"
0.023,"frozenset({'good', 'place', 'time', 'one'})"
0.0317,"frozenset({'good', 'great', 'one'})"
0.0303,"frozenset({'great', 'time', 'one'})"
0.0384,"frozenset({'place', 'great', 'one'})"
0.032,"frozenset({'food', 'great', 'one'})"
0.0381,"frozenset({'good', 'like', 'one'})"
0.0351,"frozenset({'like', 'time', 'one'})"
0.0287,"frozenset({'great', 'like', 'one'})"
0.0411,"frozenset({'place', 'like', 'one'})"
0.0325,"frozenset({'food', 'like', 'one'})"
0.024,"frozenset({'good', 'place', 'like', 'one'})"
0.0206,"frozenset({'place', 'like', 'time', 'one'})"
0.0255,"frozenset({'get', 'great', 'one'})"
0.0353,"frozenset({'get', 'time', 'one'})"
0.0391,"frozenset({'place', 'get', 'one'})"
0.0352,"frozenset({'good', 'get', 'one'})"
0.0309,"frozenset({'get', 'like', 'one'})"
0.0302,"frozenset({'food', 'get', 'one'})"
0.0207,"frozenset({'place', 'get', 'time', 'one'})"
0.0204,"frozenset({'place', 'good', 'get', 'one'})"
0.0437,"frozenset({'good', 'food', 'one'})"
0.0449,"frozenset({'food', 'place', 'one'})"
0.0363,"frozenset({'food', 'time', 'one'})"
0.0252,"frozenset({'good', 'food', 'place', 'one'})"
0.0204,"frozenset({'food', 'place', 'time', 'one'})"
0.02,"frozenset({'good', 'food', 'time', 'one'})"
0.0311,"frozenset({'back', 'good', 'one'})"
0.028,"frozenset({'back', 'food', 'one'})"
0.0321,"frozenset({'back', 'time', 'one'})"
0.0284,"frozenset({'back', 'get', 'one'})"
0.0327,"frozenset({'back', 'place', 'one'})"
0.027,"frozenset({'back', 'like', 'one'})"
0.026,"frozenset({'back', 'great', 'one'})"
0.0336,"frozenset({'food', 'service', 'one'})"
0.0308,"frozenset({'good', 'service', 'one'})"
0.0223,"frozenset({'back', 'service', 'one'})"
0.0326,"frozenset({'service', 'time', 'one'})"
0.0311,"frozenset({'place', 'service', 'one'})"
0.0244,"frozenset({'like', 'service', 'one'})"
0.023,"frozenset({'get', 'service', 'one'})"
0.0262,"frozenset({'great', 'service', 'one'})"
0.0813,"frozenset({'good', 'would'})"
0.0728,"frozenset({'would', 'time'})"
0.0676,"frozenset({'would', 'like'})"
0.0666,"frozenset({'would', 'one'})"
0.0665,"frozenset({'would', 'great'})"
0.0666,"frozenset({'would', 'get'})"
0.0625,"frozenset({'go', 'would'})"
0.0684,"frozenset({'would', 'back'})"
0.0791,"frozenset({'food', 'would'})"
0.0857,"frozenset({'place', 'would'})"
0.0619,"frozenset({'would', 'service'})"
0.0411,"frozenset({'place', 'good', 'would'})"
0.0324,"frozenset({'good', 'would', 'time'})"
0.0309,"frozenset({'food', 'would', 'time'})"
0.0357,"frozenset({'place', 'would', 'time'})"
0.0341,"frozenset({'good', 'would', 'like'})"
0.0285,"frozenset({'would', 'like', 'time'})"
0.0359,"frozenset({'place', 'would', 'like'})"
0.0305,"frozenset({'food', 'would', 'like'})"
0.026,"frozenset({'would', 'like', 'back'})"
0.0203,"frozenset({'place', 'good', 'would', 'like'})"
0.0304,"frozenset({'would', 'time', 'one'})"
0.0299,"frozenset({'good', 'would', 'one'})"
0.0291,"frozenset({'would', 'like', 'one'})"
0.0282,"frozenset({'would', 'get', 'one'})"
0.0271,"frozenset({'back', 'would', 'one'})"
0.0331,"frozenset({'place', 'would', 'one'})"
0.0274,"frozenset({'food', 'would', 'one'})"
0.0303,"frozenset({'good', 'would', 'great'})"
0.0267,"frozenset({'would', 'great', 'time'})"
0.0258,"frozenset({'great', 'would', 'like'})"
0.0231,"frozenset({'would', 'great', 'one'})"
0.0313,"frozenset({'place', 'would', 'great'})"
0.0243,"frozenset({'would', 'great', 'back'})"
0.0219,"frozenset({'would', 'great', 'get'})"
0.0288,"frozenset({'food', 'would', 'great'})"
0.0287,"frozenset({'would', 'like', 'get'})"
0.0313,"frozenset({'would', 'get', 'time'})"
0.0274,"frozenset({'would', 'get', 'back'})"
0.0336,"frozenset({'place', 'would', 'get'})"
0.0314,"frozenset({'good', 'would', 'get'})"
0.0271,"frozenset({'food', 'would', 'get'})"
0.0269,"frozenset({'go', 'would', 'get'})"
0.0258,"frozenset({'go', 'would', 'like'})"
0.028,"frozenset({'go', 'would', 'time'})"
0.0266,"frozenset({'go', 'food', 'would'})"
0.0324,"frozenset({'place', 'go', 'would'})"
0.0317,"frozenset({'go', 'would', 'back'})"
0.0308,"frozenset({'go', 'good', 'would'})"
0.0241,"frozenset({'go', 'would', 'one'})"
0.0231,"frozenset({'go', 'would', 'great'})"
0.0301,"frozenset({'would', 'time', 'back'})"
0.0327,"frozenset({'good', 'would', 'back'})"
0.0318,"frozenset({'place', 'would', 'back'})"
0.029,"frozenset({'food', 'would', 'back'})"
0.0417,"frozenset({'place', 'food', 'would'})"
0.0401,"frozenset({'good', 'food', 'would'})"
0.023,"frozenset({'place', 'food', 'good', 'would'})"
0.0304,"frozenset({'food', 'would', 'service'})"
0.0296,"frozenset({'good', 'would', 'service'})"
0.028,"frozenset({'place', 'would', 'service'})"
0.0267,"frozenset({'service', 'would', 'time'})"
0.0239,"frozenset({'would', 'service', 'back'})"
0.0225,"frozenset({'would', 'service', 'one'})"
0.0224,"frozenset({'service', 'would', 'get'})"
0.0211,"frozenset({'would', 'like', 'service'})"
0.02,"frozenset({'go', 'would', 'service'})"
0.0234,"frozenset({'would', 'great', 'service'})"
0.0906,"frozenset({'good', 'really'})"
0.0705,"frozenset({'great', 'really'})"
0.0661,"frozenset({'like', 'really'})"
0.0621,"frozenset({'really', 'time'})"
0.0552,"frozenset({'really', 'one'})"
0.0484,"frozenset({'would', 'really'})"
0.083,"frozenset({'place', 'really'})"
0.0515,"frozenset({'go', 'really'})"
0.0511,"frozenset({'really', 'back'})"
0.0543,"frozenset({'get', 'really'})"
0.0752,"frozenset({'food', 'really'})"
0.0526,"frozenset({'really', 'service'})"
0.0375,"frozenset({'good', 'great', 'really'})"
0.0359,"frozenset({'place', 'great', 'really'})"
0.0335,"frozenset({'food', 'great', 'really'})"
0.0208,"frozenset({'good', 'place', 'great', 'really'})"
0.0211,"frozenset({'good', 'food', 'great', 'really'})"
0.0391,"frozenset({'good', 'like', 'really'})"
0.0273,"frozenset({'great', 'like', 'really'})"
0.0367,"frozenset({'place', 'like', 'really'})"
0.031,"frozenset({'food', 'like', 'really'})"
0.0234,"frozenset({'good', 'place', 'like', 'really'})"
0.0215,"frozenset({'good', 'food', 'like', 'really'})"
0.0336,"frozenset({'good', 'really', 'time'})"
0.0294,"frozenset({'time', 'like', 'really'})"
0.0253,"frozenset({'time', 'great', 'really'})"
0.0319,"frozenset({'place', 'really', 'time'})"
0.0269,"frozenset({'food', 'really', 'time'})"
0.0308,"frozenset({'good', 'really', 'one'})"
0.0253,"frozenset({'like', 'really', 'one'})"
0.0248,"frozenset({'really', 'time', 'one'})"
0.0223,"frozenset({'great', 'really', 'one'})"
0.0254,"frozenset({'food', 'really', 'one'})"
0.0288,"frozenset({'place', 'really', 'one'})"
0.0275,"frozenset({'good', 'would', 'really'})"
0.0245,"frozenset({'would', 'like', 'really'})"
0.0213,"frozenset({'would', 'really', 'time'})"
0.0251,"frozenset({'place', 'would', 'really'})"
0.0224,"frozenset({'food', 'would', 'really'})"
0.0461,"frozenset({'good', 'place', 'really'})"
0.0284,"frozenset({'go', 'place', 'really'})"
0.0214,"frozenset({'go', 'great', 'really'})"
0.0242,"frozenset({'go', 'like', 'really'})"
0.0238,"frozenset({'go', 'get', 'really'})"
0.0283,"frozenset({'go', 'good', 'really'})"
0.0243,"frozenset({'go', 'food', 'really'})"
0.0218,"frozenset({'go', 'really', 'one'})"
0.0233,"frozenset({'go', 'really', 'time'})"
0.0252,"frozenset({'place', 'really', 'back'})"
0.0232,"frozenset({'go', 'really', 'back'})"
0.0218,"frozenset({'great', 'really', 'back'})"
0.0286,"frozenset({'good', 'really', 'back'})"
0.0232,"frozenset({'food', 'really', 'back'})"
0.0209,"frozenset({'back', 'really', 'one'})"
0.0232,"frozenset({'really', 'time', 'back'})"
0.0221,"frozenset({'like', 'really', 'back'})"
0.0226,"frozenset({'get', 'great', 'really'})"
0.0223,"frozenset({'get', 'really', 'one'})"
0.0247,"frozenset({'get', 'like', 'really'})"
0.0299,"frozenset({'good', 'get', 'really'})"
0.0291,"frozenset({'place', 'get', 'really'})"
0.0259,"frozenset({'food', 'get', 'really'})"
0.0243,"frozenset({'get', 'really', 'time'})"
0.0467,"frozenset({'good', 'food', 'really'})"
0.0397,"frozenset({'food', 'place', 'really'})"
0.026,"frozenset({'good', 'food', 'place', 'really'})"
0.0301,"frozenset({'good', 'really', 'service'})"
0.0274,"frozenset({'food', 'really', 'service'})"
0.0205,"frozenset({'really', 'service', 'one'})"
0.0253,"frozenset({'place', 'really', 'service'})"
0.021,"frozenset({'service', 'really', 'time'})"
0.0254,"frozenset({'service', 'great', 'really'})"
0.0608,"frozenset({'good', 'well'})"
0.0582,"frozenset({'well', 'great'})"
0.0519,"frozenset({'well', 'time'})"
0.0469,"frozenset({'well', 'like'})"
0.0408,"frozenset({'well', 'one'})"
0.0374,"frozenset({'would', 'well'})"
0.0356,"frozenset({'well', 'really'})"
0.0569,"frozenset({'food', 'well'})"
0.0449,"frozenset({'well', 'service'})"
0.043,"frozenset({'well', 'back'})"
0.0399,"frozenset({'go', 'well'})"
0.0246,"frozenset({'friendly', 'well'})"
0.0242,"frozenset({'well', 'staff'})"
0.0422,"frozenset({'get', 'well'})"
0.0221,"frozenset({'well', 'best'})"
0.0622,"frozenset({'place', 'well'})"
0.0317,"frozenset({'well', 'nice'})"
0.0353,"frozenset({'also', 'well'})"
0.0295,"frozenset({'good', 'place', 'well'})"
0.0259,"frozenset({'good', 'well', 'great'})"
0.0275,"frozenset({'well', 'place', 'great'})"
0.0254,"frozenset({'good', 'well', 'time'})"
0.0211,"frozenset({'well', 'great', 'time'})"
0.0222,"frozenset({'food', 'well', 'time'})"
0.0252,"frozenset({'place', 'well', 'time'})"
0.0246,"frozenset({'good', 'well', 'like'})"
0.022,"frozenset({'well', 'like', 'time'})"
0.0201,"frozenset({'great', 'well', 'like'})"
0.0252,"frozenset({'well', 'place', 'like'})"
0.0212,"frozenset({'food', 'well', 'like'})"
0.0207,"frozenset({'good', 'well', 'one'})"
0.0211,"frozenset({'place', 'well', 'one'})"
0.0205,"frozenset({'good', 'well', 'really'})"
0.0312,"frozenset({'good', 'food', 'well'})"
0.0291,"frozenset({'food', 'place', 'well'})"
0.0265,"frozenset({'food', 'well', 'great'})"
0.0234,"frozenset({'food', 'well', 'service'})"
0.0218,"frozenset({'good', 'well', 'service'})"
0.021,"frozenset({'well', 'great', 'service'})"
0.0205,"frozenset({'place', 'well', 'service'})"
0.0204,"frozenset({'good', 'well', 'back'})"
0.0211,"frozenset({'place', 'well', 'back'})"
0.0213,"frozenset({'good', 'go', 'well'})"
0.021,"frozenset({'go', 'place', 'well'})"
0.0203,"frozenset({'good', 'get', 'well'})"
0.0202,"frozenset({'get', 'well', 'time'})"
0.0221,"frozenset({'place', 'get', 'well'})"
0.0495,"frozenset({'u', 'time'})"
0.0491,"frozenset({'good', 'u'})"
0.046,"frozenset({'u', 'one'})"
0.0429,"frozenset({'u', 'great'})"
0.0393,"frozenset({'u', 'would'})"
0.0363,"frozenset({'u', 'like'})"
0.0278,"frozenset({'u', 'really'})"
0.0259,"frozenset({'u', 'well'})"
0.0247,"frozenset({'u', 'come'})"
0.0386,"frozenset({'u', 'get'})"
0.0581,"frozenset({'u', 'food'})"
0.0521,"frozenset({'u', 'place'})"
0.0305,"frozenset({'u', 'restaurant'})"
0.0248,"frozenset({'u', 'nice'})"
0.0222,"frozenset({'u', 'staff'})"
0.0442,"frozenset({'u', 'service'})"
0.0314,"frozenset({'got', 'u'})"
0.0291,"frozenset({'u', 'also'})"
0.0245,"frozenset({'u', 'make'})"
0.0204,"frozenset({'u', 'friendly'})"
0.0439,"frozenset({'u', 'back'})"
0.0353,"frozenset({'go', 'u'})"
0.0234,"frozenset({'u', 'dont'})"
0.028,"frozenset({'u', 'even'})"
0.0211,"frozenset({'u', 'best'})"
0.0255,"frozenset({'u', 'food', 'time'})"
0.0232,"frozenset({'u', 'place', 'time'})"
0.0223,"frozenset({'good', 'u', 'time'})"
0.0288,"frozenset({'good', 'food', 'u'})"
0.0239,"frozenset({'good', 'u', 'place'})"
0.0232,"frozenset({'u', 'time', 'one'})"
0.0205,"frozenset({'good', 'u', 'one'})"
0.0221,"frozenset({'u', 'place', 'one'})"
0.0219,"frozenset({'u', 'food', 'one'})"
0.0218,"frozenset({'u', 'food', 'great'})"
0.0205,"frozenset({'u', 'food', 'would'})"
0.0201,"frozenset({'u', 'food', 'get'})"
0.0279,"frozenset({'u', 'food', 'place'})"
0.0209,"frozenset({'u', 'food', 'restaurant'})"
0.0216,"frozenset({'good', 'u', 'service'})"
0.0206,"frozenset({'u', 'time', 'service'})"
0.025,"frozenset({'u', 'food', 'service'})"
0.02,"frozenset({'good', 'u', 'back'})"
0.0223,"frozenset({'u', 'food', 'back'})"
0.0207,"frozenset({'u', 'place', 'back'})"
0.02,"frozenset({'u', 'time', 'back'})"
0.0463,"frozenset({'good', 'much'})"
0.041,"frozenset({'much', 'time'})"
0.0404,"frozenset({'much', 'like'})"
0.0384,"frozenset({'much', 'great'})"
0.0367,"frozenset({'much', 'one'})"
0.0329,"frozenset({'much', 'would'})"
0.0308,"frozenset({'much', 'really'})"
0.0215,"frozenset({'much', 'well'})"
0.0204,"frozenset({'u', 'much'})"
0.0235,"frozenset({'much', 'little'})"
0.0213,"frozenset({'much', 'make'})"
0.0206,"frozenset({'much', 'im'})"
0.0505,"frozenset({'much', 'place'})"
