support,itemsets
0.0287,"frozenset({'pretty', 'good', 'place'})"
0.0256,"frozenset({'like', 'bit'})"
0.0244,"frozenset({'get', 'bit'})"
0.0231,"frozenset({'would', 'bit'})"
0.0217,"frozenset({'go', 'bit'})"
0.0353,"frozenset({'good', 'bit'})"
0.0334,"frozenset({'food', 'bit'})"
0.0312,"frozenset({'place', 'bit'})"
0.0255,"frozenset({'bit', 'time'})"
0.0231,"frozenset({'bit', 'one'})"
0.0228,"frozenset({'bit', 'service'})"
0.0278,"frozenset({'great', 'bit'})"
0.0211,"frozenset({'looking', 'like'})"
0.0307,"frozenset({'looking', 'place'})"
0.0224,"frozenset({'looking', 'great'})"
0.0214,"frozenset({'looking', 'one'})"
0.0266,"frozenset({'looking', 'good'})"
0.023,"frozenset({'looking', 'time'})"
0.0208,"frozenset({'looking', 'food'})"
0.0278,"frozenset({'like', 'look'})"
0.0204,"frozenset({'get', 'look'})"
0.0284,"frozenset({'place', 'look'})"
0.0217,"frozenset({'one', 'look'})"
0.021,"frozenset({'great', 'look'})"
0.0248,"frozenset({'good', 'look'})"
0.0216,"frozenset({'time', 'look'})"
0.0205,"frozenset({'food', 'look'})"
0.0229,"frozenset({'place', 'thats'})"
0.0208,"frozenset({'put', 'place'})"
0.1359,"frozenset({'food', 'service'})"
0.1134,"frozenset({'good', 'service'})"
0.118,"frozenset({'great', 'service'})"
0.1046,"frozenset({'place', 'service'})"
0.0639,"frozenset({'good', 'food', 'service'})"
0.0465,"frozenset({'good', 'great', 'service'})"
0.0274,"frozenset({'good', 'food', 'great', 'service'})"
0.0611,"frozenset({'food', 'great', 'service'})"
0.0462,"frozenset({'place', 'great', 'service'})"
0.058,"frozenset({'food', 'place', 'service'})"
0.0481,"frozenset({'good', 'place', 'service'})"
0.0268,"frozenset({'food', 'place', 'great', 'service'})"
0.0211,"frozenset({'good', 'place', 'great', 'service'})"
0.0294,"frozenset({'good', 'food', 'place', 'service'})"
0.0374,"frozenset({'night', 'food'})"
0.0351,"frozenset({'night', 'good'})"
0.0309,"frozenset({'night', 'one'})"
0.0298,"frozenset({'night', 'back'})"
0.0262,"frozenset({'night', 'service'})"
0.0255,"frozenset({'night', 'go'})"
0.0229,"frozenset({'night', 'really'})"
0.0402,"frozenset({'night', 'place'})"
0.022,"frozenset({'night', 'u'})"
0.0212,"frozenset({'night', 'restaurant'})"
0.0333,"frozenset({'night', 'great'})"
0.0257,"frozenset({'night', 'would'})"
0.0228,"frozenset({'night', 'also'})"
0.0334,"frozenset({'night', 'time'})"
0.0262,"frozenset({'night', 'get'})"
0.028,"frozenset({'night', 'like'})"
0.0284,"frozenset({'food', 'said'})"
0.0277,"frozenset({'said', 'one'})"
0.0271,"frozenset({'good', 'said'})"
0.0267,"frozenset({'said', 'back'})"
0.0238,"frozenset({'go', 'said'})"
0.0233,"frozenset({'said', 'service'})"
0.0303,"frozenset({'said', 'would'})"
0.0276,"frozenset({'said', 'like'})"
0.0274,"frozenset({'said', 'place'})"
0.0273,"frozenset({'said', 'get'})"
0.0289,"frozenset({'said', 'time'})"
0.0217,"frozenset({'food', 'waitress'})"
0.0216,"frozenset({'food', 'plate'})"
0.0473,"frozenset({'time', 'came'})"
0.045,"frozenset({'came', 'back'})"
0.0409,"frozenset({'came', 'one'})"
0.0363,"frozenset({'would', 'came'})"
0.0328,"frozenset({'get', 'came'})"
0.026,"frozenset({'even', 'came'})"
0.0516,"frozenset({'food', 'came'})"
0.0203,"frozenset({'try', 'came'})"
0.02,"frozenset({'menu', 'came'})"
0.0472,"frozenset({'place', 'came'})"
0.041,"frozenset({'service', 'came'})"
0.035,"frozenset({'great', 'came'})"
0.0348,"frozenset({'u', 'came'})"
0.0325,"frozenset({'ordered', 'came'})"
0.031,"frozenset({'got', 'came'})"
0.0272,"frozenset({'also', 'came'})"
0.0267,"frozenset({'didnt', 'came'})"
0.0253,"frozenset({'restaurant', 'came'})"
0.023,"frozenset({'first', 'came'})"
0.0471,"frozenset({'good', 'came'})"
0.0237,"frozenset({'nice', 'came'})"
0.0269,"frozenset({'go', 'came'})"
0.0245,"frozenset({'order', 'came'})"
0.0207,"frozenset({'went', 'came'})"
0.028,"frozenset({'really', 'came'})"
0.0364,"frozenset({'like', 'came'})"
0.0202,"frozenset({'little', 'came'})"
0.026,"frozenset({'come', 'came'})"
0.0219,"frozenset({'dont', 'came'})"
0.0223,"frozenset({'well', 'came'})"
0.0217,"frozenset({'food', 'time', 'came'})"
0.0229,"frozenset({'came', 'time', 'back'})"
0.021,"frozenset({'food', 'came', 'back'})"
0.0203,"frozenset({'place', 'came', 'back'})"
0.0204,"frozenset({'good', 'came', 'back'})"
0.0229,"frozenset({'came', 'time', 'one'})"
0.0206,"frozenset({'place', 'came', 'one'})"
0.0206,"frozenset({'food', 'came', 'one'})"
0.0202,"frozenset({'good', 'came', 'one'})"
0.026,"frozenset({'food', 'place', 'came'})"
0.0231,"frozenset({'place', 'time', 'came'})"
0.0235,"frozenset({'food', 'service', 'came'})"
0.0206,"frozenset({'time', 'service', 'came'})"
0.0204,"frozenset({'u', 'food', 'came'})"
0.0219,"frozenset({'good', 'time', 'came'})"
0.0279,"frozenset({'good', 'food', 'came'})"
0.0234,"frozenset({'good', 'place', 'came'})"
0.041,"frozenset({'made', 'time'})"
0.0389,"frozenset({'made', 'back'})"
0.036,"frozenset({'made', 'one'})"
0.0327,"frozenset({'get', 'made'})"
0.0326,"frozenset({'would', 'made'})"
0.0237,"frozenset({'even', 'made'})"
0.042,"frozenset({'food', 'made'})"
0.0452,"frozenset({'place', 'made'})"
0.0385,"frozenset({'great', 'made'})"
0.0323,"frozenset({'made', 'service'})"
0.0283,"frozenset({'also', 'made'})"
0.0254,"frozenset({'got', 'made'})"
0.024,"frozenset({'u', 'made'})"
0.0237,"frozenset({'make', 'made'})"
0.0217,"frozenset({'ordered', 'made'})"
0.0211,"frozenset({'first', 'made'})"
0.0206,"frozenset({'best', 'made'})"
0.0353,"frozenset({'like', 'made'})"
0.0291,"frozenset({'go', 'made'})"
0.026,"frozenset({'really', 'made'})"
0.0206,"frozenset({'dont', 'made'})"
0.043,"frozenset({'good', 'made'})"
0.0215,"frozenset({'little', 'made'})"
0.024,"frozenset({'well', 'made'})"
0.0214,"frozenset({'order', 'made'})"
0.02,"frozenset({'place', 'made', 'time'})"
0.0216,"frozenset({'food', 'place', 'made'})"
0.0216,"frozenset({'good', 'food', 'made'})"
0.0221,"frozenset({'good', 'place', 'made'})"
0.0424,"frozenset({'could', 'time'})"
0.0417,"frozenset({'could', 'would'})"
0.0409,"frozenset({'could', 'one'})"
0.0375,"frozenset({'could', 'get'})"
0.0345,"frozenset({'could', 'back'})"
0.0251,"frozenset({'could', 'even'})"
0.0227,"frozenset({'could', 'came'})"
0.0202,"frozenset({'could', 'made'})"
0.0424,"frozenset({'food', 'could'})"
0.0312,"frozenset({'go', 'could'})"
0.0236,"frozenset({'could', 'make'})"
0.0468,"frozenset({'could', 'place'})"
0.0423,"frozenset({'good', 'could'})"
0.0248,"frozenset({'u', 'could'})"
0.0212,"frozenset({'could', 'nice'})"
0.0356,"frozenset({'could', 'service'})"
0.033,"frozenset({'could', 'great'})"
0.0274,"frozenset({'also', 'could'})"
0.026,"frozenset({'got', 'could'})"
0.0245,"frozenset({'didnt', 'could'})"
0.0203,"frozenset({'could', 'first'})"
0.021,"frozenset({'went', 'could'})"
0.0233,"frozenset({'dont', 'could'})"
0.023,"frozenset({'could', 'well'})"
0.0368,"frozenset({'could', 'like'})"
0.0209,"frozenset({'could', 'im'})"
0.022,"frozenset({'could', 'come'})"
0.0227,"frozenset({'could', 'little'})"
0.0261,"frozenset({'could', 'really'})"
0.0214,"frozenset({'could', 'place', 'time'})"
0.0202,"frozenset({'could', 'would', 'time'})"
0.0204,"frozenset({'place', 'could', 'would'})"
0.0207,"frozenset({'could', 'time', 'one'})"
0.0201,"frozenset({'could', 'would', 'one'})"
0.0209,"frozenset({'could', 'place', 'one'})"
0.024,"frozenset({'food', 'place', 'could'})"
0.0236,"frozenset({'good', 'could', 'place'})"
0.0228,"frozenset({'good', 'food', 'could'})"
0.0207,"frozenset({'could', 'place', 'like'})"
0.0401,"frozenset({'thing', 'one'})"
0.0393,"frozenset({'thing', 'time'})"
0.0359,"frozenset({'get', 'thing'})"
0.0327,"frozenset({'thing', 'back'})"
0.0307,"frozenset({'would', 'thing'})"
0.0219,"frozenset({'even', 'thing'})"
0.0493,"frozenset({'place', 'thing'})"
0.0459,"frozenset({'good', 'thing'})"
0.0401,"frozenset({'food', 'thing'})"
0.0375,"frozenset({'like', 'thing'})"
0.0316,"frozenset({'go', 'thing'})"
0.0288,"frozenset({'thing', 'service'})"
0.0276,"frozenset({'really', 'thing'})"
0.0261,"frozenset({'dont', 'thing'})"
0.0212,"frozenset({'make', 'thing'})"
0.0205,"frozenset({'people', 'thing'})"
0.0207,"frozenset({'u', 'thing'})"
0.0236,"frozenset({'got', 'thing'})"
0.0218,"frozenset({'well', 'thing'})"
0.0349,"frozenset({'great', 'thing'})"
0.0258,"frozenset({'also', 'thing'})"
0.0218,"frozenset({'first', 'thing'})"
0.0207,"frozenset({'ive', 'thing'})"
0.0221,"frozenset({'place', 'thing', 'one'})"
0.0231,"frozenset({'place', 'thing', 'time'})"
0.0217,"frozenset({'good', 'thing', 'time'})"
0.0208,"frozenset({'place', 'get', 'thing'})"
0.0207,"frozenset({'good', 'get', 'thing'})"
0.0267,"frozenset({'good', 'place', 'thing'})"
0.0241,"frozenset({'food', 'place', 'thing'})"
0.0231,"frozenset({'good', 'food', 'thing'})"
0.022,"frozenset({'place', 'like', 'thing'})"
0.0212,"frozenset({'good', 'like', 'thing'})"
0.0257,"frozenset({'small', 'time'})"
0.024,"frozenset({'small', 'one'})"
0.023,"frozenset({'small', 'get'})"
0.0225,"frozenset({'small', 'back'})"
0.0344,"frozenset({'small', 'place'})"
0.0257,"frozenset({'small', 'great'})"
0.0208,"frozenset({'small', 'service'})"
0.0339,"frozenset({'good', 'small'})"
0.024,"frozenset({'small', 'like'})"
0.0204,"frozenset({'go', 'small'})"
0.0308,"frozenset({'food', 'small'})"
0.027,"frozenset({'though', 'time'})"
0.0266,"frozenset({'though', 'even'})"
0.0253,"frozenset({'though', 'one'})"
0.0231,"frozenset({'though', 'get'})"
0.022,"frozenset({'though', 'back'})"
0.0219,"frozenset({'though', 'would'})"
0.0308,"frozenset({'though', 'place'})"
0.0306,"frozenset({'though', 'good'})"
0.029,"frozenset({'though', 'food'})"
0.0261,"frozenset({'though', 'like'})"
0.0211,"frozenset({'though', 'go'})"
0.0207,"frozenset({'though', 'service'})"
0.0233,"frozenset({'though', 'great'})"
0.0242,"frozenset({'wanted', 'time'})"
0.0227,"frozenset({'wanted', 'would'})"
0.021,"frozenset({'wanted', 'back'})"
0.0253,"frozenset({'wanted', 'place'})"
0.0213,"frozenset({'wanted', 'like'})"
0.0246,"frozenset({'good', 'wanted'})"
0.0225,"frozenset({'time', 'left'})"
0.0221,"frozenset({'left', 'one'})"
0.0215,"frozenset({'left', 'back'})"
0.0227,"frozenset({'place', 'left'})"
0.0206,"frozenset({'good', 'left'})"
0.0213,"frozenset({'food', 'left'})"
0.0232,"frozenset({'good', 'probably'})"
0.0212,"frozenset({'place', 'probably'})"
0.022,"frozenset({'getting', 'time'})"
0.021,"frozenset({'local', 'place'})"
0.0538,"frozenset({'great', 'love'})"
0.0385,"frozenset({'like', 'love'})"
0.0647,"frozenset({'place', 'love'})"
0.0417,"frozenset({'time', 'love'})"
0.0393,"frozenset({'go', 'love'})"
0.0323,"frozenset({'service', 'love'})"
0.0278,"frozenset({'also', 'love'})"
0.0232,"frozenset({'best', 'love'})"
0.0231,"frozenset({'dont', 'love'})"
0.022,"frozenset({'friendly', 'love'})"
0.0537,"frozenset({'food', 'love'})"
0.0489,"frozenset({'good', 'love'})"
0.0354,"frozenset({'get', 'love'})"
0.0352,"frozenset({'love', 'one'})"
0.0301,"frozenset({'love', 'back'})"
0.0297,"frozenset({'really', 'love'})"
0.026,"frozenset({'would', 'love'})"
0.0224,"frozenset({'staff', 'love'})"
0.0213,"frozenset({'well', 'love'})"
0.0293,"frozenset({'place', 'great', 'love'})"
0.0212,"frozenset({'place', 'like', 'love'})"
0.0201,"frozenset({'place', 'love', 'time'})"
0.0226,"frozenset({'go', 'place', 'love'})"
0.028,"frozenset({'food', 'place', 'love'})"
0.0238,"frozenset({'food', 'great', 'love'})"
0.026,"frozenset({'good', 'place', 'love'})"
0.0258,"frozenset({'good', 'food', 'love'})"
0.0214,"frozenset({'good', 'great', 'love'})"
0.0248,"frozenset({'dinner', 'great'})"
0.0323,"frozenset({'food', 'dinner'})"
0.0248,"frozenset({'place', 'dinner'})"
0.0226,"frozenset({'dinner', 'service'})"
0.0213,"frozenset({'dinner', 'back'})"
0.0203,"frozenset({'dinner', 'one'})"
0.0283,"frozenset({'good', 'dinner'})"
0.0219,"frozenset({'dinner', 'time'})"
0.0258,"frozenset({'taste', 'like'})"
0.0216,"frozenset({'taste', 'great'})"
0.0305,"frozenset({'food', 'taste'})"
0.0303,"frozenset({'good', 'taste'})"
0.0208,"frozenset({'taste', 'time'})"
0.0294,"frozenset({'place', 'taste'})"
0.0206,"frozenset({'taste', 'one'})"
0.0262,"frozenset({'great', 'happy'})"
0.021,"frozenset({'happy', 'hour'})"
0.0249,"frozenset({'place', 'happy'})"
0.0234,"frozenset({'happy', 'time'})"
0.0229,"frozenset({'food', 'happy'})"
0.0228,"frozenset({'good', 'happy'})"
0.0454,"frozenset({'little', 'great'})"
0.0415,"frozenset({'little', 'like'})"
0.0368,"frozenset({'would', 'little'})"
0.0248,"frozenset({'little', 'im'})"
0.0235,"frozenset({'little', 'make'})"
0.0563,"frozenset({'place', 'little'})"
0.0558,"frozenset({'good', 'little'})"
0.0506,"frozenset({'food', 'little'})"
0.0451,"frozenset({'little', 'time'})"
0.0394,"frozenset({'little', 'one'})"
0.0375,"frozenset({'get', 'little'})"
0.0354,"frozenset({'go', 'little'})"
0.0347,"frozenset({'little', 'service'})"
0.0335,"frozenset({'little', 'back'})"
0.0309,"frozenset({'little', 'really'})"
0.0259,"frozenset({'dont', 'little'})"
0.0218,"frozenset({'even', 'little'})"
0.0217,"frozenset({'try', 'little'})"
0.0221,"frozenset({'little', 'delicious'})"
0.0202,"frozenset({'friendly', 'little'})"
0.033,"frozenset({'also', 'little'})"
0.0268,"frozenset({'got', 'little'})"
0.0228,"frozenset({'restaurant', 'little'})"
0.0223,"frozenset({'u', 'little'})"
0.0218,"frozenset({'come', 'little'})"
0.0205,"frozenset({'definitely', 'little'})"
0.0222,"frozenset({'little', 'best'})"
0.0201,"frozenset({'ive', 'little'})"
0.0256,"frozenset({'well', 'little'})"
0.028,"frozenset({'little', 'nice'})"
0.0242,"frozenset({'little', 'place', 'great'})"
0.0221,"frozenset({'good', 'little', 'great'})"
0.0214,"frozenset({'food', 'great', 'little'})"
0.0238,"frozenset({'good', 'little', 'like'})"
0.0237,"frozenset({'little', 'place', 'like'})"
0.0204,"frozenset({'food', 'like', 'little'})"
0.031,"frozenset({'good', 'place', 'little'})"
0.0291,"frozenset({'good', 'food', 'little'})"
0.027,"frozenset({'food', 'place', 'little'})"
0.0244,"frozenset({'place', 'little', 'time'})"
0.023,"frozenset({'good', 'little', 'time'})"
0.0218,"frozenset({'food', 'little', 'time'})"
0.0225,"frozenset({'place', 'little', 'one'})"
0.0204,"frozenset({'good', 'little', 'one'})"
0.0218,"frozenset({'place', 'get', 'little'})"
0.0201,"frozenset({'good', 'get', 'little'})"
0.0345,"frozenset({'like', 'better'})"
0.0324,"frozenset({'great', 'better'})"
0.0279,"frozenset({'would', 'better'})"
0.0261,"frozenset({'much', 'better'})"
0.0212,"frozenset({'make', 'better'})"
0.0472,"frozenset({'place', 'better'})"
0.0408,"frozenset({'food', 'better'})"
0.0216,"frozenset({'also', 'better'})"
0.0423,"frozenset({'good', 'better'})"
0.0359,"frozenset({'time', 'better'})"
0.0348,"frozenset({'get', 'better'})"
0.0283,"frozenset({'go', 'better'})"
0.0234,"frozenset({'really', 'better'})"
0.0209,"frozenset({'got', 'better'})"
0.026,"frozenset({'better', 'back'})"
0.0313,"frozenset({'better', 'one'})"
0.0308,"frozenset({'service', 'better'})"
0.0233,"frozenset({'even', 'better'})"
0.0225,"frozenset({'food', 'place', 'better'})"
0.0224,"frozenset({'good', 'food', 'better'})"
0.0233,"frozenset({'good', 'place', 'better'})"
0.0201,"frozenset({'place', 'better', 'time'})"
0.0203,"frozenset({'place', 'get', 'better'})"
0.0284,"frozenset({'great', 'excellent'})"
0.0331,"frozenset({'food', 'excellent'})"
0.0258,"frozenset({'place', 'excellent'})"
0.0325,"frozenset({'service', 'excellent'})"
0.0267,"frozenset({'good', 'excellent'})"
0.0251,"frozenset({'food', 'hot'})"
0.0263,"frozenset({'good', 'hot'})"
0.0243,"frozenset({'place', 'hot'})"
0.0215,"frozenset({'super', 'great'})"
0.026,"frozenset({'place', 'super'})"
0.0217,"frozenset({'food', 'super'})"
0.0206,"frozenset({'good', 'super'})"
0.0242,"frozenset({'home', 'place'})"
0.0207,"frozenset({'home', 'back'})"
0.0241,"frozenset({'food', 'home'})"
0.0236,"frozenset({'home', 'time'})"
0.0226,"frozenset({'good', 'home'})"
0.0251,"frozenset({'fry', 'place'})"
0.0265,"frozenset({'food', 'fry'})"
0.0256,"frozenset({'good', 'fry'})"
0.0324,"frozenset({'food', 'atmosphere'})"
0.0237,"frozenset({'atmosphere', 'service'})"
0.0273,"frozenset({'good', 'atmosphere'})"
0.0277,"frozenset({'place', 'atmosphere'})"
0.0346,"frozenset({'great', 'atmosphere'})"
0.0207,"frozenset({'food', 'big'})"
0.0236,"frozenset({'good', 'big'})"
0.0208,"frozenset({'like', 'big'})"
0.0238,"frozenset({'place', 'big'})"
0.0327,"frozenset({'still', 'time'})"
0.03,"frozenset({'food', 'still'})"
0.0254,"frozenset({'still', 'would'})"
0.0232,"frozenset({'go', 'still'})"
0.0326,"frozenset({'good', 'still'})"
0.0284,"frozenset({'still', 'one'})"
0.0276,"frozenset({'still', 'get'})"
0.025,"frozenset({'still', 'great'})"
0.0247,"frozenset({'still', 'back'})"
0.0236,"frozenset({'still', 'service'})"
0.0334,"frozenset({'still', 'place'})"
0.0275,"frozenset({'still', 'like'})"
0.0207,"frozenset({'still', 'really'})"
0.0227,"frozenset({'food', 'spot'})"
0.0225,"frozenset({'place', 'spot'})"
0.0248,"frozenset({'good', 'spot'})"
0.0255,"frozenset({'spot', 'great'})"
0.0335,"frozenset({'food', 'server'})"
0.0216,"frozenset({'server', 'time'})"
0.0256,"frozenset({'good', 'server'})"
0.0239,"frozenset({'place', 'server'})"
0.0227,"frozenset({'server', 'service'})"
0.0246,"frozenset({'server', 'great'})"
0.022,"frozenset({'u', 'server'})"
0.0204,"frozenset({'sweet', 'food'})"
0.0274,"frozenset({'sweet', 'good'})"
0.02,"frozenset({'sweet', 'great'})"
0.0233,"frozenset({'sweet', 'place'})"
0.0615,"frozenset({'got', 'place'})"
0.047,"frozenset({'got', 'get'})"
0.046,"frozenset({'got', 'great'})"
0.0446,"frozenset({'got', 'like'})"
0.0407,"frozenset({'go', 'got'})"
0.0489,"frozenset({'got', 'one'})"
0.0413,"frozenset({'got', 'would'})"
0.0404,"frozenset({'got', 'service'})"
0.034,"frozenset({'got', 'also'})"
0.0551,"frozenset({'got', 'time'})"
0.0484,"frozenset({'got', 'back'})"
0.0233,"frozenset({'got', 'best'})"
0.0616,"frozenset({'good', 'got'})"
0.0268,"frozenset({'got', 'nice'})"
0.0266,"frozenset({'got', 'dont'})"
0.0276,"frozenset({'got', 'well'})"
0.0528,"frozenset({'got', 'food'})"
0.0363,"frozenset({'got', 'really'})"
0.0307,"frozenset({'good', 'got', 'place'})"
0.0234,"frozenset({'place', 'got', 'get'})"
0.0246,"frozenset({'good', 'got', 'get'})"
0.0209,"frozenset({'got', 'get', 'one'})"
0.0255,"frozenset({'got', 'get', 'time'})"
0.0231,"frozenset({'got', 'place', 'great'})"
0.0223,"frozenset({'good', 'got', 'great'})"
0.0228,"frozenset({'got', 'place', 'like'})"
0.0248,"frozenset({'good', 'got', 'like'})"
0.0228,"frozenset({'got', 'like', 'time'})"
0.0206,"frozenset({'go', 'got', 'place'})"
0.021,"frozenset({'good', 'go', 'got'})"
0.0206,"frozenset({'go', 'got', 'back'})"
0.02,"frozenset({'go', 'got', 'time'})"
0.0248,"frozenset({'got', 'place', 'one'})"
0.023,"frozenset({'good', 'got', 'one'})"
0.0246,"frozenset({'got', 'time', 'one'})"
0.02,"frozenset({'got', 'food', 'one'})"
0.0201,"frozenset({'place', 'got', 'would'})"
0.0206,"frozenset({'good', 'got', 'would'})"
0.02,"frozenset({'got', 'would', 'back'})"
0.0205,"frozenset({'got', 'would', 'time'})"
0.0204,"frozenset({'good', 'got', 'service'})"
0.0275,"frozenset({'good', 'got', 'time'})"
0.028,"frozenset({'got', 'place', 'time'})"
0.0237,"frozenset({'got', 'place', 'back'})"
0.0232,"frozenset({'good', 'got', 'back'})"
0.0244,"frozenset({'got', 'time', 'back'})"
0.0276,"frozenset({'good', 'food', 'got'})"
0.0265,"frozenset({'got', 'food', 'place'})"
0.0232,"frozenset({'got', 'food', 'time'})"
0.0222,"frozenset({'good', 'got', 'really'})"
0.044,"frozenset({'bar', 'place'})"
0.0396,"frozenset({'bar', 'great'})"
0.0289,"frozenset({'bar', 'like'})"
0.025,"frozenset({'bar', 'get'})"
0.0247,"frozenset({'bar', 'go'})"
0.0389,"frozenset({'bar', 'food'})"
0.036,"frozenset({'bar', 'good'})"
0.0296,"frozenset({'bar', 'time'})"
0.0222,"frozenset({'bar', 'also'})"
0.0278,"frozenset({'bar', 'service'})"
0.0269,"frozenset({'bar', 'one'})"
0.0247,"frozenset({'bar', 'drink'})"
0.0234,"frozenset({'bar', 'would'})"
0.0254,"frozenset({'bar', 'back'})"
0.0213,"frozenset({'bar', 'really'})"
0.0205,"frozenset({'bar', 'nice'})"
0.0201,"frozenset({'bar', 'place', 'great'})"
0.0223,"frozenset({'bar', 'food', 'place'})"
0.02,"frozenset({'bar', 'good', 'place'})"
0.0374,"frozenset({'ever', 'place'})"
0.0336,"frozenset({'ever', 'ive'})"
0.0271,"frozenset({'ever', 'great'})"
0.0258,"frozenset({'ever', 'like'})"
0.0245,"frozenset({'ever', 'get'})"
0.0235,"frozenset({'go', 'ever'})"
0.0448,"frozenset({'ever', 'best'})"
0.0283,"frozenset({'good', 'ever'})"
0.0324,"frozenset({'food', 'ever'})"
0.0282,"frozenset({'ever', 'time'})"
0.0311,"frozenset({'ever', 'one'})"
0.0257,"frozenset({'ever', 'back'})"
0.0247,"frozenset({'ever', 'would'})"
0.0244,"frozenset({'ever', 'service'})"
0.0211,"frozenset({'ever', 'ive', 'best'})"
0.0437,"frozenset({'good', 'people'})"
0.0291,"frozenset({'people', 'really'})"
0.0252,"frozenset({'even', 'people'})"
0.0507,"frozenset({'place', 'people'})"
0.044,"frozenset({'food', 'people'})"
0.0417,"frozenset({'people', 'time'})"
0.041,"frozenset({'get', 'people'})"
0.0375,"frozenset({'people', 'like'})"
0.0366,"frozenset({'people', 'one'})"
0.0335,"frozenset({'go', 'people'})"
0.031,"frozenset({'would', 'people'})"
0.0308,"frozenset({'people', 'back'})"
0.03,"frozenset({'people', 'service'})"
0.0274,"frozenset({'dont', 'people'})"
0.0206,"frozenset({'people', 'make'})"
0.0372,"frozenset({'great', 'people'})"
0.0227,"frozenset({'u', 'people'})"
0.0223,"frozenset({'people', 'nice'})"
0.0218,"frozenset({'got', 'people'})"
0.0251,"frozenset({'also', 'people'})"
0.023,"frozenset({'well', 'people'})"
0.0219,"frozenset({'come', 'people'})"
0.025,"frozenset({'good', 'place', 'people'})"
0.0241,"frozenset({'good', 'food', 'people'})"
0.0248,"frozenset({'food', 'place', 'people'})"
0.0232,"frozenset({'place', 'people', 'time'})"
0.0202,"frozenset({'food', 'people', 'time'})"
0.02,"frozenset({'good', 'people', 'time'})"
0.0243,"frozenset({'place', 'get', 'people'})"
0.022,"frozenset({'get', 'people', 'time'})"
0.0209,"frozenset({'good', 'get', 'people'})"
0.022,"frozenset({'place', 'people', 'like'})"
0.0206,"frozenset({'place', 'people', 'one'})"
0.0201,"frozenset({'great', 'place', 'people'})"
0.0348,"frozenset({'right', 'good'})"
0.0216,"frozenset({'right', 'really'})"
0.029,"frozenset({'right', 'great'})"
0.0344,"frozenset({'right', 'time'})"
0.0314,"frozenset({'right', 'food'})"
0.0273,"frozenset({'right', 'service'})"
0.0267,"frozenset({'right', 'go'})"
0.0202,"frozenset({'right', 'also'})"
0.0316,"frozenset({'right', 'get'})"
0.0386,"frozenset({'right', 'place'})"
0.0301,"frozenset({'right', 'one'})"
0.028,"frozenset({'right', 'back'})"
0.0257,"frozenset({'right', 'would'})"
0.0204,"frozenset({'right', 'dont'})"
0.021,"frozenset({'right', 'got'})"
0.0289,"frozenset({'right', 'like'})"
0.0207,"frozenset({'ill', 'back'})"
0.0208,"frozenset({'place', 'enjoy'})"
0.0385,"frozenset({'good', 'think'})"
0.0267,"frozenset({'dont', 'think'})"
0.0222,"frozenset({'also', 'think'})"
0.0423,"frozenset({'place', 'think'})"
0.033,"frozenset({'food', 'think'})"
0.0329,"frozenset({'like', 'think'})"
0.032,"frozenset({'time', 'think'})"
0.0308,"frozenset({'think', 'one'})"
0.0307,"frozenset({'get', 'think'})"
0.0288,"frozenset({'would', 'think'})"
0.0258,"frozenset({'go', 'think'})"
0.0258,"frozenset({'think', 'back'})"
0.024,"frozenset({'service', 'think'})"
0.0235,"frozenset({'really', 'think'})"
0.0264,"frozenset({'great', 'think'})"
0.0229,"frozenset({'good', 'place', 'think'})"
0.0202,"frozenset({'food', 'place', 'think'})"
0.0208,"frozenset({'place', 'like', 'think'})"
0.0419,"frozenset({'good', 'sauce'})"
0.0238,"frozenset({'also', 'sauce'})"
0.0363,"frozenset({'food', 'sauce'})"
0.0343,"frozenset({'place', 'sauce'})"
0.0303,"frozenset({'like', 'sauce'})"
0.0237,"frozenset({'sauce', 'time'})"
0.0236,"frozenset({'sauce', 'one'})"
0.0232,"frozenset({'get', 'sauce'})"
0.0221,"frozenset({'ordered', 'sauce'})"
0.0216,"frozenset({'sauce', 'service'})"
0.0214,"frozenset({'sauce', 'back'})"
0.0213,"frozenset({'would', 'sauce'})"
0.0202,"frozenset({'really', 'sauce'})"
0.0282,"frozenset({'great', 'sauce'})"
0.0216,"frozenset({'good', 'food', 'sauce'})"
0.0206,"frozenset({'good', 'place', 'sauce'})"
0.02,"frozenset({'good', 'like', 'sauce'})"
0.0303,"frozenset({'flavor', 'good'})"
0.024,"frozenset({'flavor', 'great'})"
0.0206,"frozenset({'flavor', 'one'})"
0.0269,"frozenset({'flavor', 'food'})"
0.0238,"frozenset({'flavor', 'like'})"
0.0212,"frozenset({'flavor', 'time'})"
0.0263,"frozenset({'flavor', 'place'})"
0.0262,"frozenset({'good', 'enough'})"
0.0212,"frozenset({'enough', 'great'})"
0.0202,"frozenset({'enough', 'like'})"
0.0235,"frozenset({'enough', 'place'})"
0.0202,"frozenset({'enough', 'one'})"
0.0239,"frozenset({'enough', 'time'})"
0.0205,"frozenset({'enough', 'get'})"
0.0238,"frozenset({'enough', 'food'})"
0.0217,"frozenset({'good', 'visit'})"
0.0232,"frozenset({'place', 'visit'})"
0.0231,"frozenset({'food', 'visit'})"
0.0204,"frozenset({'great', 'visit'})"
0.0238,"frozenset({'visit', 'time'})"
0.0242,"frozenset({'good', 'burger'})"
0.0228,"frozenset({'place', 'burger'})"
0.0214,"frozenset({'food', 'burger'})"
