support,itemsets
0.021,"found, time"
0.022,"found, would"
0.021,"found, good"
0.021,"found, get"
0.02,"great, pizza"
0.028,"good, pizza"
0.021,"home, place"
0.025,"food, home"
0.026,"great, perfect"
0.021,"good, perfect"
0.02,"good, old"
0.136,"food, service"
0.112,"great, service"
0.104,"place, service"
0.115,"good, service"
0.062,"food, great, service"
0.044,"good, great, service"
0.028,"food, good, great, service"
0.064,"food, place, service"
0.047,"great, place, service"
0.048,"good, place, service"
0.032,"food, great, place, service"
0.021,"good, great, place, service"
0.028,"food, good, place, service"
0.066,"food, good, service"
0.054,"food, order"
0.04,"order, service"
0.055,"good, order"
0.038,"order, would"
0.023,"even, order"
0.051,"order, time"
0.036,"one, order"
0.029,"order, really"
0.024,"order, restaurant"
0.023,"first, order"
0.022,"little, order"
0.022,"order, well"
0.054,"order, place"
0.05,"get, order"
0.038,"great, order"
0.037,"back, order"
0.031,"make, order"
0.027,"order, try"
0.027,"also, order"
0.026,"come, order"
0.024,"got, order"
0.024,"im, order"
0.024,"order, u"
0.02,"ive, order"
0.033,"go, order"
0.022,"order, went"
0.022,"could, order"
0.032,"like, order"
0.029,"food, good, order"
0.03,"food, order, place"
0.025,"food, order, service"
0.023,"order, service, time"
0.022,"good, order, service"
0.02,"get, order, service"
0.022,"food, order, would"
0.022,"order, time, would"
0.02,"get, order, would"
0.028,"food, order, time"
0.03,"good, order, time"
0.026,"order, place, time"
0.022,"one, order, time"
0.023,"good, one, order"
0.021,"one, order, place"
0.032,"good, order, place"
0.029,"get, good, order"
0.026,"get, order, place"
0.025,"get, order, time"
0.025,"food, get, order"
0.025,"back, good, order"
0.023,"back, food, order"
0.021,"back, order, time"
0.02,"back, get, order"
0.021,"order, time, try"
0.021,"also, good, order"
0.021,"get, like, order"
0.029,"food, long"
0.028,"long, service"
0.028,"good, long"
0.035,"long, time"
0.027,"long, would"
0.022,"long, one"
0.029,"long, place"
0.027,"get, long"
0.022,"great, long"
0.028,"place, youre"
0.022,"food, wine"
0.024,"good, wine"
0.06,"delicious, food"
0.059,"delicious, place"
0.048,"delicious, service"
0.047,"delicious, great"
0.038,"back, delicious"
0.021,"delicious, love"
0.03,"delicious, really"
0.021,"delicious, go"
0.051,"delicious, good"
0.028,"delicious, friendly"
0.02,"delicious, staff"
0.034,"also, delicious"
0.033,"delicious, one"
0.03,"delicious, time"
0.028,"delicious, get"
0.024,"best, delicious"
0.023,"delicious, would"
0.02,"delicious, little"
0.027,"delicious, like"
0.02,"delicious, even"
0.023,"delicious, restaurant"
0.031,"delicious, food, place"
0.026,"delicious, food, service"
0.023,"delicious, place, service"
0.022,"delicious, good, service"
0.026,"delicious, food, great"
0.025,"delicious, great, place"
0.021,"delicious, great, service"
0.022,"back, delicious, food"
0.028,"delicious, food, good"
0.024,"delicious, good, place"
0.046,"always, great"
0.045,"always, place"
0.044,"always, food"
0.039,"always, service"
0.03,"always, love"
0.041,"always, time"
0.039,"always, get"
0.02,"always, best"
0.031,"always, like"
0.026,"always, friendly"
0.023,"always, ive"
0.041,"always, good"
0.029,"always, go"
0.027,"always, really"
0.026,"always, one"
0.025,"always, would"
0.024,"always, well"
0.024,"always, staff"
0.022,"always, dont"
0.022,"always, make"
0.023,"always, great, place"
0.022,"always, food, place"
0.022,"always, food, service"
0.021,"always, great, service"
0.022,"always, get, time"
0.022,"always, get, place"
0.023,"always, food, good"
0.063,"place, thing"
0.045,"great, thing"
0.039,"food, thing"
0.034,"back, thing"
0.026,"service, thing"
0.02,"delicious, thing"
0.048,"good, thing"
0.044,"thing, time"
0.042,"one, thing"
0.04,"thing, would"
0.029,"got, thing"
0.029,"restaurant, thing"
0.028,"thing, u"
0.026,"ive, thing"
0.026,"little, thing"
0.025,"thing, try"
0.025,"make, thing"
0.022,"im, thing"
0.021,"came, thing"
0.02,"never, thing"
0.02,"come, thing"
0.039,"like, thing"
0.035,"get, thing"
0.033,"go, thing"
0.032,"really, thing"
0.028,"also, thing"
0.025,"thing, well"
0.021,"even, thing"
0.021,"nice, thing"
0.028,"dont, thing"
0.02,"much, thing"
0.02,"first, thing"
0.027,"best, thing"
0.026,"didnt, thing"
0.025,"could, thing"
0.026,"great, place, thing"
0.027,"food, place, thing"
0.02,"food, great, thing"
0.022,"food, good, thing"
0.023,"back, place, thing"
0.021,"back, thing, would"
0.02,"back, like, thing"
0.031,"good, place, thing"
0.03,"place, thing, time"
0.024,"good, thing, time"
0.026,"one, place, thing"
0.025,"one, thing, time"
0.022,"good, one, thing"
0.03,"place, thing, would"
0.023,"one, thing, would"
0.023,"thing, time, would"
0.02,"good, thing, would"
0.02,"food, restaurant, thing"
0.022,"make, place, thing"
0.027,"like, place, thing"
0.022,"like, one, thing"
0.02,"good, like, thing"
0.021,"like, thing, would"
0.022,"get, place, thing"
0.02,"get, good, thing"
0.024,"go, place, thing"
0.022,"one, really, thing"
0.022,"place, really, thing"
0.02,"like, really, thing"
0.047,"place, still"
0.039,"food, still"
0.032,"great, still"
0.029,"service, still"
0.028,"back, still"
0.021,"still, thing"
0.05,"good, still"
0.037,"still, would"
0.037,"still, time"
0.036,"one, still"
0.034,"get, still"
0.029,"come, still"
0.026,"order, still"
0.024,"little, still"
0.022,"ordered, still"
0.022,"also, still"
0.021,"make, still"
0.028,"still, u"
0.024,"still, went"
0.038,"like, still"
0.025,"first, still"
0.024,"restaurant, still"
0.021,"im, still"
0.025,"really, still"
0.024,"go, still"
0.022,"still, well"
0.025,"good, place, still"
0.024,"food, place, still"
0.026,"food, good, still"
0.024,"place, still, would"
0.024,"good, still, would"
0.02,"food, still, would"
0.024,"place, still, time"
0.022,"good, still, time"
0.02,"like, still, time"
0.025,"good, one, still"
0.024,"one, place, still"
0.023,"get, place, still"
0.022,"get, still, time"
0.021,"get, good, still"
0.027,"good, like, still"
0.021,"like, place, still"
0.02,"first, good, still"
0.04,"place, say"
0.034,"say, service"
0.034,"great, say"
0.033,"food, say"
0.031,"back, say"
0.029,"say, thing"
0.02,"delicious, say"
0.041,"good, say"
0.036,"say, would"
0.033,"one, say"
0.032,"say, time"
0.025,"say, u"
0.025,"got, say"
0.023,"come, say"
0.022,"restaurant, say"
0.02,"menu, say"
0.02,"came, say"
0.02,"make, say"
0.038,"like, say"
0.035,"get, say"
0.028,"go, say"
0.024,"nice, say"
0.023,"really, say"
0.022,"even, say"
0.021,"also, say"
0.02,"know, say"
0.021,"could, say"
0.02,"first, say"
0.022,"dont, say"
0.021,"good, place, say"
0.02,"food, say, service"
0.02,"place, say, thing"
0.02,"like, say, would"
0.023,"like, place, say"
0.02,"good, like, say"
0.022,"get, good, say"
0.02,"get, like, say"
0.02,"get, place, say"
0.02,"get, say, would"
0.02,"go, place, say"
0.036,"cant, place"
0.03,"cant, great"
0.027,"back, cant"
0.027,"cant, food"
0.028,"cant, go"
0.031,"cant, good"
0.02,"cant, time"
0.03,"cant, get"
0.024,"cant, one"
0.021,"cant, staff"
0.037,"food, meal"
0.036,"meal, place"
0.033,"meal, service"
0.027,"great, meal"
0.022,"back, meal"
0.024,"meal, time"
0.022,"meal, would"
0.021,"meal, order"
0.02,"meal, one"
0.039,"good, meal"
0.024,"like, meal"
0.024,"get, meal"
0.022,"came, meal"
0.02,"food, good, meal"
0.023,"food, meal, place"
0.023,"good, meal, place"
0.021,"food, meal, service"
0.026,"place, visit"
0.022,"great, visit"
0.021,"back, visit"
0.02,"service, visit"
0.021,"visit, would"
0.02,"time, visit"
0.025,"option, place"
0.024,"food, option"
0.02,"great, option"
0.024,"good, option"
0.023,"great, loved"
0.02,"loved, service"
0.02,"place, quick"
0.045,"nice, service"
0.024,"nice, staff"
0.048,"food, nice"
0.07,"good, nice"
0.039,"go, nice"
0.03,"friendly, nice"
0.069,"nice, place"
0.042,"nice, would"
0.04,"like, nice"
0.051,"great, nice"
0.043,"nice, really"
0.041,"back, nice"
0.04,"get, nice"
0.04,"nice, one"
0.038,"also, nice"
0.045,"nice, time"
0.022,"food, nice, service"
0.02,"good, nice, service"
0.022,"nice, place, service"
0.031,"food, good, nice"
0.031,"food, nice, place"
0.022,"food, good, nice, place"
0.02,"go, good, nice"
0.025,"go, nice, place"
0.02,"back, go, nice"
0.043,"good, nice, place"
0.024,"nice, place, would"
0.024,"good, nice, would"
0.024,"like, nice, place"
0.024,"good, like, nice"
0.03,"great, nice, place"
0.027,"good, great, nice"
0.03,"good, nice, really"
0.027,"nice, place, really"
0.02,"great, nice, really"
0.022,"good, nice, place, really"
0.024,"back, nice, place"
0.023,"back, good, nice"
0.024,"nice, one, place"
0.022,"good, nice, one"
0.025,"also, nice, place"
0.022,"also, good, nice"
0.021,"also, nice, one"
0.025,"nice, place, time"
0.024,"good, nice, time"
0.023,"chicken, service"
0.048,"chicken, food"
0.021,"chicken, ordered"
0.04,"chicken, place"
0.042,"chicken, good"
0.026,"chicken, great"
0.025,"chicken, get"
0.024,"chicken, time"
0.02,"also, chicken"
0.022,"chicken, like"
0.021,"chicken, really"
0.025,"chicken, good, place"
0.024,"chicken, food, place"
0.027,"chicken, food, good"
0.025,"favorite, place"
0.023,"favorite, good"
0.025,"favorite, one"
0.037,"best, time"
0.032,"best, get"
0.045,"best, food"
0.058,"best, place"
0.053,"best, good"
0.049,"best, great"
0.046,"best, one"
0.034,"back, best"
0.029,"best, would"
0.028,"best, staff"
0.026,"also, best"
0.023,"best, friendly"
0.027,"best, go"
0.042,"best, service"
0.034,"best, like"
0.026,"best, really"
0.024,"best, food, place"
0.022,"best, food, good"
0.021,"best, food, one"
0.02,"best, food, great"
0.025,"best, good, place"
0.025,"best, great, place"
0.027,"best, great, one"
0.024,"best, good, one"
0.024,"best, one, place"
0.021,"best, good, service"
0.02,"best, great, service"
0.02,"best, one, service"
0.021,"best, food, service"
0.02,"best, good, like"
0.027,"need, time"
0.025,"get, need"
0.023,"food, need"
0.021,"like, need"
0.02,"could, need"
0.028,"good, need"
0.027,"go, need"
0.037,"need, place"
0.03,"need, one"
0.028,"great, need"
0.024,"need, would"
0.021,"also, need"
0.022,"need, really"
0.032,"best, ever"
0.029,"ever, time"
0.022,"ever, get"
0.028,"ever, one"
0.027,"ever, service"
0.025,"ever, would"
0.024,"ever, food"
0.03,"ever, good"
0.023,"back, ever"
0.023,"ever, place"
0.022,"ever, great"
0.022,"ever, like"
0.02,"ever, ive"
0.027,"time, year"
0.022,"get, year"
0.025,"great, year"
0.023,"one, year"
0.02,"also, year"
0.032,"place, year"
0.03,"good, year"
0.023,"food, year"
0.024,"like, year"
0.02,"go, year"
0.034,"time, work"
0.026,"get, work"
0.02,"friendly, work"
0.031,"good, work"
0.022,"service, work"
0.021,"food, work"
0.028,"work, would"
0.021,"staff, work"
0.03,"great, work"
0.021,"like, work"
0.03,"one, work"
0.029,"place, work"
0.02,"little, work"
0.027,"last, time"
0.022,"food, last"
0.02,"last, service"
0.024,"good, last"
0.021,"last, place"
0.02,"great, last"
0.02,"one, week"
0.024,"good, week"
0.02,"go, week"
0.02,"time, week"
0.02,"week, would"
0.092,"good, would"
0.086,"food, would"
0.082,"time, would"
0.076,"one, would"
0.07,"service, would"
0.095,"place, would"
0.079,"great, would"
0.067,"get, would"
0.069,"back, would"
0.074,"like, would"
0.048,"good, place, would"
0.047,"food, good, would"
0.047,"food, place, would"
0.025,"food, good, place, would"
0.038,"food, time, would"
0.042,"place, time, would"
0.037,"good, time, would"
0.023,"food, place, time, would"
0.024,"food, good, time, would"
0.024,"good, place, time, would"
0.042,"one, time, would"
0.034,"food, one, would"
0.041,"one, place, would"
0.028,"great, one, would"
0.037,"good, one, would"
0.021,"food, one, time, would"
0.023,"food, one, place, would"
0.021,"food, good, one, would"
0.025,"one, place, time, would"
0.025,"good, one, place, would"
0.022,"good, one, time, would"
0.036,"food, service, would"
0.031,"one, service, would"
0.03,"service, time, would"
0.035,"great, service, would"
0.031,"place, service, would"
0.028,"like, service, would"
0.031,"good, service, would"
0.02,"food, great, service, would"
0.021,"food, place, service, would"
0.041,"great, place, would"
0.038,"great, time, would"
0.037,"food, great, would"
0.03,"good, great, would"
0.021,"food, great, place, would"
0.039,"get, time, would"
0.032,"get, one, would"
0.032,"get, place, would"
0.031,"get, great, would"
0.029,"food, get, would"
0.027,"get, service, would"
0.031,"back, get, would"
0.029,"get, good, would"
0.033,"get, like, would"
0.021,"get, one, time, would"
0.021,"get, like, one, would"
0.022,"get, like, time, would"
0.034,"back, good, would"
0.032,"back, time, would"
0.031,"back, one, would"
0.031,"back, place, would"
0.03,"back, food, would"
0.028,"back, great, would"
0.027,"back, service, would"
0.032,"back, like, would"
0.04,"like, place, would"
0.046,"good, like, would"
0.032,"great, like, would"
0.035,"like, one, would"
0.034,"like, time, would"
0.034,"food, like, would"
0.024,"good, like, place, would"
0.02,"good, like, one, would"
0.023,"like, one, time, would"
0.021,"like, place, time, would"
0.022,"good, like, time, would"
0.024,"food, good, like, would"
0.059,"even, good"
0.05,"even, food"
0.046,"even, would"
0.044,"even, service"
0.043,"even, get"
0.038,"even, like"
0.055,"even, place"
0.053,"even, time"
0.036,"back, even"
0.035,"even, really"
0.034,"even, go"
0.04,"even, one"
0.031,"even, well"
0.021,"even, restaurant"
0.025,"even, nice"
0.023,"also, even"
0.048,"even, great"
0.02,"even, got"
0.03,"even, food, good"
0.021,"even, food, time"
0.021,"even, food, place"
0.023,"even, good, would"
0.023,"even, place, would"
0.021,"even, great, would"
0.021,"even, food, service"
0.02,"even, good, service"
0.022,"even, get, place"
0.022,"even, get, good"
0.021,"even, get, time"
0.021,"even, get, like"
0.022,"even, like, place"
0.023,"even, good, like"
0.021,"even, like, time"
0.027,"even, good, place"
0.026,"even, good, time"
0.022,"even, place, time"
0.022,"back, even, good"
0.021,"even, really, time"
0.024,"even, one, time"
0.022,"even, one, would"
0.02,"even, food, one"
0.022,"even, one, place"
0.021,"even, get, one"
0.026,"even, great, place"
0.02,"even, good, great"
0.034,"give, would"
0.034,"give, good"
0.03,"food, give"
0.028,"give, time"
0.02,"give, really"
0.026,"give, one"
0.021,"give, star"
0.021,"give, go"
0.024,"back, give"
0.02,"give, like"
0.02,"give, great"
0.034,"give, place"
0.02,"give, good, place"
0.056,"ive, time"
0.032,"ive, really"
0.02,"ive, make"
0.049,"food, ive"
0.042,"ive, service"
0.04,"get, ive"
0.035,"ive, like"
0.028,"even, ive"
0.025,"could, ive"
0.025,"come, ive"
0.055,"ive, place"
0.047,"good, ive"
0.031,"back, ive"
0.024,"go, ive"
0.046,"ive, one"
0.038,"great, ive"
0.034,"ive, would"
0.021,"ive, little"
0.029,"im, ive"
0.023,"ive, well"
0.029,"ive, restaurant"
0.027,"ive, try"
0.023,"ive, love"
0.033,"also, ive"
0.021,"ive, nice"
0.023,"definitely, ive"
0.022,"dont, ive"
0.021,"first, ive"
0.028,"best, ive"
0.023,"ive, place, really"
0.02,"good, ive, really"
0.037,"food, ive, place"
0.026,"food, ive, time"
0.024,"food, ive, place, time"
0.024,"food, ive, service"
0.027,"ive, service, time"
0.023,"ive, place, service"
0.02,"ive, one, service"
0.02,"food, ive, place, service"
0.02,"food, get, ive"
0.025,"get, ive, place"
0.022,"get, ive, time"
0.02,"get, good, ive"
0.021,"get, ive, like"
0.02,"food, ive, like"
0.027,"good, ive, like"
0.021,"ive, like, place"
0.036,"ive, place, time"
0.031,"good, ive, place"
0.029,"food, good, ive"
0.025,"good, ive, time"
0.023,"food, good, ive, place"
0.02,"good, ive, place, time"
0.03,"ive, one, place"
0.029,"ive, one, time"
0.024,"food, ive, one"
0.024,"good, ive, one"
0.022,"ive, one, place, time"
0.021,"food, ive, one, place"
0.024,"great, ive, time"
0.022,"great, ive, service"
0.021,"great, ive, one"
0.02,"great, ive, place"
0.02,"ive, time, would"
0.021,"good, ive, would"
0.02,"food, im, ive"
0.02,"im, ive, place"
0.023,"ive, place, restaurant"
0.021,"food, ive, restaurant"
0.022,"also, ive, place"
0.036,"time, wait"
0.02,"really, wait"
0.047,"food, wait"
0.023,"u, wait"
0.021,"table, wait"
0.02,"come, wait"
0.027,"wait, would"
0.025,"service, wait"
0.021,"friendly, wait"
0.021,"one, wait"
0.039,"good, wait"
0.024,"go, wait"
0.022,"try, wait"
0.036,"place, wait"
0.03,"back, wait"
0.029,"staff, wait"
0.029,"get, wait"
0.025,"great, wait"
0.022,"also, wait"
0.02,"food, time, wait"
0.025,"food, good, wait"
0.02,"food, place, wait"
0.03,"make, sure"
0.029,"sure, time"
0.025,"really, sure"
0.035,"food, sure"
0.033,"good, sure"
0.029,"place, sure"
0.023,"sure, would"
0.021,"one, sure"
0.02,"im, sure"
0.028,"like, sure"
0.025,"service, sure"
0.024,"great, sure"
0.021,"get, sure"
0.029,"customer, time"
0.02,"customer, make"
0.044,"customer, service"
0.026,"customer, would"
0.02,"customer, one"
0.021,"customer, good"
0.026,"customer, place"
0.02,"customer, like"
0.02,"customer, get"
0.021,"back, customer"
0.02,"business, place"
0.022,"busy, food"
0.022,"busy, place"
0.021,"busy, good"
0.031,"excellent, food"
0.022,"excellent, good"
0.021,"excellent, place"
0.023,"excellent, great"
0.02,"excellent, service"
0.055,"could, food"
0.046,"could, like"
0.042,"could, get"
0.042,"could, service"
0.032,"come, could"
0.021,"could, even"
0.021,"could, friendly"
0.049,"could, time"
0.043,"back, could"
0.038,"could, go"
0.034,"could, got"
0.024,"could, make"
0.021,"could, try"
0.02,"could, definitely"
0.054,"could, good"
0.045,"could, would"
0.044,"could, great"
0.028,"could, restaurant"
0.06,"could, place"
0.043,"could, one"
0.033,"could, u"
0.025,"could, nice"
0.031,"could, really"
0.028,"could, little"
0.022,"could, dont"
0.021,"could, well"
0.029,"also, could"
0.035,"could, food, place"
0.024,"could, food, like"
0.027,"could, good, like"
0.021,"could, like, time"
0.027,"could, like, place"
0.022,"could, get, like"
0.022,"could, food, get"
0.023,"could, get, time"
0.021,"could, get, good"
0.022,"could, get, would"
0.021,"could, get, one"
0.021,"could, get, great"
0.022,"could, get, place"
0.022,"could, food, service"
0.02,"could, great, service"
0.023,"could, place, service"
0.022,"come, could, food"
0.027,"could, place, time"
0.023,"could, good, time"
0.022,"could, food, time"
0.023,"back, could, good"
0.022,"back, could, great"
0.021,"back, could, would"
0.025,"back, could, food"
0.023,"back, could, place"
0.021,"could, get, go"
0.02,"back, could, go"
0.024,"could, go, place"
0.02,"could, good, got"
0.021,"could, got, place"
0.031,"could, good, place"
0.03,"could, food, good"
0.02,"could, food, good, place"
0.025,"could, like, would"
0.021,"could, good, would"
0.023,"could, place, would"
0.024,"could, time, would"
0.02,"could, great, would"
0.028,"could, great, place"
0.022,"could, food, great"
0.021,"could, great, time"
0.021,"could, food, restaurant"
0.025,"could, one, place"
0.023,"could, food, one"
0.025,"could, one, time"
0.023,"could, one, would"
0.02,"could, great, one"
0.021,"could, time, u"
0.021,"could, place, u"
0.035,"food, side"
0.025,"like, side"
0.021,"service, side"
0.044,"good, side"
0.032,"place, side"
0.027,"side, time"
0.022,"restaurant, side"
0.021,"side, well"
0.02,"side, try"
0.025,"one, side"
0.024,"side, would"
0.03,"great, side"
0.02,"really, side"
0.021,"food, good, side"
0.021,"good, place, side"
0.02,"good, side, time"
0.032,"cheese, food"
0.023,"cheese, like"
0.022,"cheese, service"
0.033,"cheese, good"
0.023,"cheese, great"
0.03,"cheese, place"
0.02,"cheese, would"
0.02,"cheese, time"
0.02,"ask, like"
0.021,"food, large"
0.022,"large, one"
0.02,"large, place"
0.02,"good, large"
0.02,"large, time"
0.024,"food, plate"
0.02,"plate, service"
0.02,"around, staff"
0.043,"around, place"
0.035,"around, good"
0.035,"around, food"
0.031,"around, would"
0.03,"around, time"
0.029,"around, get"
0.027,"around, back"
0.027,"around, one"
0.023,"around, great"
0.02,"around, got"
0.02,"also, around"
0.023,"around, service"
0.021,"around, restaurant"
0.023,"around, go"
0.022,"around, like"
0.023,"around, u"
0.023,"around, food, good"
0.021,"around, food, place"
0.022,"around, food, would"
0.022,"around, place, would"
0.021,"around, get, place"
0.022,"fast, food"
0.021,"fast, good"
0.02,"fast, place"
0.048,"didnt, place"
0.04,"didnt, food"
0.035,"didnt, great"
0.034,"didnt, service"
0.032,"didnt, go"
0.028,"didnt, really"
0.051,"didnt, would"
0.047,"didnt, time"
0.044,"didnt, one"
0.028,"didnt, even"
0.026,"didnt, first"
0.024,"didnt, little"
0.021,"didnt, order"
0.02,"didnt, well"
0.045,"didnt, like"
0.023,"didnt, nice"
0.038,"back, didnt"
0.034,"didnt, u"
0.025,"didnt, went"
0.024,"also, didnt"
0.056,"didnt, good"
0.038,"didnt, get"
0.035,"didnt, got"
0.027,"could, didnt"
0.024,"didnt, try"
0.022,"didnt, make"
0.028,"didnt, dont"
0.028,"didnt, place, would"
0.024,"didnt, good, place"
0.024,"didnt, food, good"
0.02,"didnt, go, time"
0.027,"didnt, good, would"
0.024,"didnt, time, would"
0.025,"didnt, good, time"
0.024,"didnt, place, time"
0.028,"didnt, one, would"
0.026,"didnt, one, time"
0.025,"didnt, one, place"
0.024,"didnt, like, one"
0.023,"didnt, good, one"
0.029,"didnt, like, would"
0.027,"didnt, like, place"
0.029,"didnt, good, like"
0.024,"didnt, like, time"
0.023,"back, didnt, would"
0.02,"back, didnt, one"
0.023,"back, didnt, time"
0.021,"didnt, good, u"
0.02,"didnt, get, like"
0.02,"didnt, get, good"
0.021,"didnt, get, would"
0.02,"back, didnt, got"
0.02,"didnt, got, like"
0.02,"didnt, got, would"
0.038,"beer, food"
0.033,"beer, great"
0.028,"beer, place"
0.026,"beer, service"
0.034,"beer, good"
0.021,"beer, food, great"
0.032,"food, said"
0.025,"really, said"
0.025,"go, said"
0.025,"place, said"
0.022,"didnt, said"
0.022,"said, service"
0.021,"great, said"
0.03,"said, would"
0.03,"said, time"
0.028,"one, said"
0.035,"good, said"
0.022,"said, u"
0.02,"got, said"
0.026,"get, said"
0.024,"back, said"
0.022,"like, said"
0.021,"food, good, said"
0.033,"looking, place"
0.023,"food, looking"
0.02,"great, looking"
0.027,"good, looking"
0.02,"like, looking"
0.02,"great, local"
0.08,"food, restaurant"
0.028,"best, restaurant"
0.027,"nice, restaurant"
0.071,"good, restaurant"
0.045,"like, restaurant"
0.038,"go, restaurant"
0.058,"place, restaurant"
0.048,"restaurant, time"
0.057,"restaurant, service"
0.047,"restaurant, would"
0.046,"one, restaurant"
0.04,"really, restaurant"
0.028,"friendly, restaurant"
0.026,"restaurant, well"
0.035,"back, restaurant"
0.045,"great, restaurant"
0.02,"restaurant, staff"
0.041,"get, restaurant"
0.028,"also, restaurant"
0.042,"food, good, restaurant"
0.03,"good, like, restaurant"
0.028,"food, like, restaurant"
0.022,"like, restaurant, would"
0.021,"like, restaurant, service"
0.027,"like, place, restaurant"
0.022,"like, restaurant, time"
0.021,"like, one, restaurant"
0.02,"good, like, restaurant, would"
0.025,"food, go, restaurant"
0.024,"go, good, restaurant"
0.02,"go, place, restaurant"
0.034,"good, place, restaurant"
0.039,"food, place, restaurant"
0.022,"food, good, place, restaurant"
0.032,"place, restaurant, time"
0.027,"good, restaurant, time"
0.031,"food, restaurant, time"
0.02,"restaurant, service, time"
0.02,"good, place, restaurant, time"
0.021,"food, place, restaurant, time"
0.036,"food, restaurant, service"
0.035,"good, restaurant, service"
0.023,"place, restaurant, service"
0.021,"food, good, restaurant, service"
0.034,"food, restaurant, would"
0.022,"restaurant, time, would"
0.021,"restaurant, service, would"
0.031,"good, restaurant, would"
0.028,"place, restaurant, would"
0.022,"food, good, restaurant, would"
0.023,"food, place, restaurant, would"
0.021,"good, place, restaurant, would"
0.027,"food, one, restaurant"
0.024,"one, restaurant, service"
0.022,"one, restaurant, would"
0.022,"one, restaurant, time"
0.03,"one, place, restaurant"
0.029,"good, one, restaurant"
0.021,"food, one, place, restaurant"
0.021,"good, one, place, restaurant"
0.029,"food, really, restaurant"
0.026,"good, really, restaurant"
0.023,"place, really, restaurant"
0.02,"like, really, restaurant"
0.025,"back, good, restaurant"
0.022,"back, food, restaurant"
0.027,"great, restaurant, service"
0.025,"good, great, restaurant"
0.02,"great, restaurant, would"
0.03,"food, great, restaurant"
0.022,"great, place, restaurant"
0.025,"get, restaurant, time"
0.024,"get, good, restaurant"
0.026,"food, get, restaurant"
0.025,"get, like, restaurant"
0.024,"get, place, restaurant"
0.02,"also, food, restaurant"
0.03,"food, two"
0.02,"come, two"
0.02,"restaurant, two"
0.034,"good, two"
0.028,"service, two"
0.025,"go, two"
0.02,"try, two"
0.02,"even, two"
0.02,"two, well"
0.04,"place, two"
0.028,"like, two"
0.022,"really, two"
0.03,"two, would"
0.025,"first, two"
0.04,"one, two"
0.032,"time, two"
0.031,"great, two"
0.028,"could, two"
0.029,"get, two"
0.024,"back, two"
0.023,"also, two"
0.021,"good, one, two"
0.023,"one, place, two"
0.02,"one, time, two"
0.022,"great, place, two"
0.021,"get, one, two"
0.02,"get, place, two"
0.023,"nice, salad"
0.022,"food, salad"
0.034,"good, salad"
0.022,"salad, service"
0.021,"salad, well"
0.028,"place, salad"
0.022,"like, salad"
0.022,"back, salad"
0.023,"also, salad"
0.021,"good, place, salad"
0.022,"burger, food"
0.024,"burger, good"
0.021,"burger, place"
0.022,"burger, service"
0.023,"good, thought"
0.044,"good, lot"
0.041,"like, lot"
0.034,"food, lot"
0.039,"lot, place"
0.038,"great, lot"
0.032,"get, lot"
0.03,"lot, really"
0.029,"lot, one"
0.025,"back, lot"
0.022,"lot, well"
0.022,"lot, service"
0.02,"lot, thing"
0.02,"little, lot"
0.021,"could, lot"
0.026,"lot, time"
0.022,"dont, lot"
0.021,"lot, would"
0.026,"good, like, lot"
0.022,"food, good, lot"
0.02,"food, lot, place"
0.023,"good, lot, place"
0.02,"get, like, lot"
0.021,"like, lot, really"
0.021,"good, lot, really"
0.046,"good, think"
0.04,"food, think"
0.03,"go, think"
0.028,"like, think"
0.041,"place, think"
0.03,"think, time"
0.033,"think, would"
0.033,"back, think"
0.029,"great, think"
0.026,"get, think"
0.025,"one, think"
0.024,"got, think"
0.021,"little, think"
0.02,"come, think"
0.02,"also, think"
0.02,"could, think"
0.02,"say, think"
0.02,"came, think"
0.02,"dont, think"
0.02,"service, think"
0.021,"think, well"
0.026,"really, think"
0.027,"food, good, think"
0.026,"food, place, think"
0.02,"food, good, place, think"
0.02,"back, go, think"
0.024,"good, like, think"
0.03,"good, place, think"
0.02,"good, think, time"
0.024,"good, think, would"
0.02,"place, think, would"
0.023,"back, good, think"
0.021,"place, really, think"
0.02,"good, really, think"
0.026,"good, look"
0.025,"like, look"
0.025,"look, place"
0.022,"look, would"
0.02,"look, really"
0.024,"look, one"
0.024,"look, time"
0.026,"great, look"
0.021,"get, look"
0.021,"choice, good"
0.056,"good, went"
0.042,"back, went"
0.04,"food, went"
0.05,"place, went"
0.038,"went, would"
0.038,"one, went"
0.036,"service, went"
0.028,"u, went"
0.024,"even, went"
0.024,"also, went"
0.021,"come, went"
0.031,"got, went"
0.048,"time, went"
0.036,"go, went"
0.036,"get, went"
0.027,"make, went"
0.024,"definitely, went"
0.023,"could, went"
0.022,"try, went"
0.023,"restaurant, went"
0.025,"nice, went"
0.023,"first, went"
0.037,"great, went"
0.035,"like, went"
0.025,"really, went"
0.023,"well, went"
0.026,"back, good, went"
0.02,"back, place, went"
0.02,"back, time, went"
0.023,"food, good, went"
0.025,"good, place, went"
0.021,"good, went, would"
0.02,"one, place, went"
0.021,"good, one, went"
0.021,"back, got, went"
0.025,"good, time, went"
0.022,"place, time, went"
0.02,"back, go, went"
0.02,"go, time, went"
0.02,"get, place, went"
0.023,"like, place, went"
0.02,"good, like, went"
0.02,"like, one, went"
0.02,"like, went, would"
0.022,"food, meat"
0.021,"good, meat"
0.038,"back, going"
0.038,"going, place"
0.037,"going, good"
